Year,Australian_City,Service_Region,All_Flights,Total_All_Flights,Percentage
2020,Sydney,Islands,1307,57411,2.2765672083747015
2020,Sydney,Middle East,2296,57411,3.9992335963491317
2020,Sydney,N America,3137,57411,5.464109665395133
2020,Sydney,NE Asia,4736,57411,8.249290205709707
2020,Sydney,New Zealand,4989,57411,8.68997230495898
2020,Sydney,S America,409,57411,0.7124070300116702
2020,Sydney,S Asia,257,57411,0.44764940516625734
2020,Sydney,SE Asia,4966,57411,8.64991029593632
2021,Adelaide,Middle East,307,25874,1.1865192857694984
2021,Adelaide,NE Asia,9,25874,0.03478395300301461
2021,Adelaide,New Zealand,70,25874,0.2705418566901136
2021,Adelaide,S Asia,16,25874,0.06183813867202598
2021,Adelaide,SE Asia,403,25874,1.5575481178016541
2021,Brisbane,Islands,929,25874,3.5904769266445076
2021,Brisbane,Middle East,553,25874,2.137280667851898
2021,Brisbane,N America,4,25874,0.015459534668006494
2021,Brisbane,NE Asia,189,25874,0.7304630130633069
2021,Brisbane,New Zealand,1306,25874,5.04753806910412
2021,Brisbane,S America,3,25874,0.011594651001004869
2021,Brisbane,S Asia,4,25874,0.015459534668006494
2021,Brisbane,SE Asia,1160,25874,4.483265053721882
2021,Cairns,Islands,29,25874,0.11208162634304708
2021,Cairns,New Zealand,21,25874,0.08116255700703409
2021,Canberra,SE Asia,1,25874,0.0038648836670016236
2021,Darwin,Europe,115,25874,0.4444616217051867
2021,Darwin,SE Asia,23,25874,0.08889232434103733
2021,Gold Coast,New Zealand,450,25874,1.7391976501507305
2021,Hobart,New Zealand,53,25874,0.20483883435108602
2021,Melbourne,Europe,26,25874,0.1004869753420422
2021,Melbourne,Islands,89,25874,0.3439746463631445
2021,Melbourne,Middle East,1297,25874,5.012754116101106
2021,Melbourne,N America,12,25874,0.046378604004019476
2021,Melbourne,NE Asia,734,25874,2.8368246115791913
2021,Melbourne,New Zealand,1272,25874,4.916132024426065
2021,Melbourne,S Asia,265,25874,1.0241941717554301
2021,Melbourne,SE Asia,2048,25874,7.915281750019325
2021,Norfolk Island,New Zealand,14,25874,0.05410837133802272
2021,Perth,Middle East,598,25874,2.3112004328669706
2021,Perth,NE Asia,327,25874,1.2638169591095307
2021,Perth,New Zealand,187,25874,0.7227332457293035
2021,Perth,SE Asia,1653,25874,6.388652701553683
2021,Sunshine Coast,New Zealand,10,25874,0.03864883667001623
2021,Sydney,Europe,89,25874,0.3439746463631445
2021,Sydney,Islands,596,25874,2.3034706655329673
2021,Sydney,Middle East,1568,25874,6.060137589858545
2021,Sydney,N America,2498,25874,9.654479400170054
2021,Sydney,NE Asia,2202,25874,8.510473834737574
2021,Sydney,New Zealand,1720,25874,6.647599907242792
2021,Sydney,S America,7,25874,0.02705418566901136
2021,Sydney,S Asia,324,25874,1.252222308108526
2021,Sydney,SE Asia,2693,25874,10.408131715235372
2022,Adelaide,Islands,53,59826,0.08859024504396082
2022,Adelaide,Middle East,277,59826,0.4630093939090028
2022,Adelaide,New Zealand,277,59826,0.4630093939090028
2022,Adelaide,S Asia,187,59826,0.3125731287400127
2022,Adelaide,SE Asia,793,59826,1.3255106475445457
2022,Brisbane,Islands,1818,59826,3.0388125564135993
2022,Brisbane,Middle East,1005,59826,1.679871627720389
2022,Brisbane,N America,510,59826,0.8524721692909437
2022,Brisbane,NE Asia,206,59826,0.3443318958312439
2022,Brisbane,New Zealand,1944,59826,3.2494233276501854
2022,Brisbane,SE Asia,2614,59826,4.369337746130445
2022,Cairns,Islands,214,59826,0.3577040082907097
2022,Cairns,NE Asia,84,59826,0.14040718082439074
2022,Cairns,New Zealand,76,59826,0.12703506836492495
2022,Cairns,SE Asia,308,59826,0.5148263296894326
2022,Darwin,Europe,563,59826,0.9410624143349046
2022,Darwin,SE Asia,704,59826,1.176745896432989
2022,Gold Coast,NE Asia,49,59826,0.08190418881422792
2022,Gold Coast,New Zealand,1009,59826,1.686557683950122
2022,Gold Coast,SE Asia,210,59826,0.35101795206097686
2022,Hobart,New Zealand,43,59826,0.07187510446962858
2022,Melbourne,Europe,487,59826,0.8140273459699796
2022,Melbourne,Islands,745,59826,1.245277972787751
2022,Melbourne,Middle East,1883,59826,3.1474609701467586
2022,Melbourne,N America,683,59826,1.1416441012268912
2022,Melbourne,NE Asia,507,59826,0.847457627118644
2022,Melbourne,New Zealand,3099,59826,5.180022063985558
2022,Melbourne,S Asia,1277,59826,2.1345234513422255
2022,Melbourne,SE Asia,7063,59826,11.805903787650854
2022,Norfolk Island,New Zealand,8,59826,0.013372112459465783
2022,Perth,Europe,347,59826,0.5800153779293284
2022,Perth,Middle East,873,59826,1.4592317721392036
2022,Perth,NE Asia,27,59826,0.04513087955069702
2022,Perth,New Zealand,273,59826,0.45632333767926986
2022,Perth,SE Asia,3955,59826,6.610838097148397
2022,Sunshine Coast,New Zealand,46,59826,0.07688964664192825
2022,Sydney,Africa,310,59826,0.5181693578042992
2022,Sydney,Europe,1585,59826,2.6493497810316584
2022,Sydney,Islands,2753,59826,4.601678200113663
2022,Sydney,Middle East,2013,59826,3.364757797613078
2022,Sydney,N America,4262,59826,7.1239929127803965
2022,Sydney,NE Asia,1832,59826,3.0622137532176645
2022,Sydney,New Zealand,4189,59826,7.001972386587771
2022,Sydney,S America,420,59826,0.7020359041219537
2022,Sydney,S Asia,847,59826,1.4157724066459398
2022,Sydney,SE Asia,7398,59826,12.365860996890984
