Australian_City,International_City,Port_Country,Year,FROM_LATITUDE,FROM_LONGITUDE,TO_LATITUDE,TO_LONGITUDE,All_Flights
Brisbane,Tongatapu,Tonga,2015,-27.4689682,153.0234991,-21.1678253,-175.2738691,1
Brisbane,Tongatapu,Tonga,2022,-27.4689682,153.0234991,-21.1678253,-175.2738691,2
Sydney,Tongatapu,Tonga,2003,-33.8698439,151.2082848,-21.1678253,-175.2738691,54
Sydney,Tongatapu,Tonga,2004,-33.8698439,151.2082848,-21.1678253,-175.2738691,66
Sydney,Tongatapu,Tonga,2005,-33.8698439,151.2082848,-21.1678253,-175.2738691,67
Sydney,Tongatapu,Tonga,2006,-33.8698439,151.2082848,-21.1678253,-175.2738691,209
Sydney,Tongatapu,Tonga,2007,-33.8698439,151.2082848,-21.1678253,-175.2738691,210
Sydney,Tongatapu,Tonga,2008,-33.8698439,151.2082848,-21.1678253,-175.2738691,208
Sydney,Tongatapu,Tonga,2009,-33.8698439,151.2082848,-21.1678253,-175.2738691,209
Sydney,Tongatapu,Tonga,2010,-33.8698439,151.2082848,-21.1678253,-175.2738691,206
Sydney,Tongatapu,Tonga,2011,-33.8698439,151.2082848,-21.1678253,-175.2738691,204
Sydney,Tongatapu,Tonga,2012,-33.8698439,151.2082848,-21.1678253,-175.2738691,206
Sydney,Tongatapu,Tonga,2013,-33.8698439,151.2082848,-21.1678253,-175.2738691,210
Sydney,Tongatapu,Tonga,2014,-33.8698439,151.2082848,-21.1678253,-175.2738691,205
Sydney,Tongatapu,Tonga,2015,-33.8698439,151.2082848,-21.1678253,-175.2738691,208
Sydney,Tongatapu,Tonga,2016,-33.8698439,151.2082848,-21.1678253,-175.2738691,208
Sydney,Tongatapu,Tonga,2017,-33.8698439,151.2082848,-21.1678253,-175.2738691,208
Sydney,Tongatapu,Tonga,2018,-33.8698439,151.2082848,-21.1678253,-175.2738691,206
Sydney,Tongatapu,Tonga,2019,-33.8698439,151.2082848,-21.1678253,-175.2738691,207
Sydney,Tongatapu,Tonga,2020,-33.8698439,151.2082848,-21.1678253,-175.2738691,48
Brisbane,Apia,Western Samoa,2008,-27.4689682,153.0234991,-13.8343691,-171.7692793,10
Brisbane,Apia,Western Samoa,2009,-27.4689682,153.0234991,-13.8343691,-171.7692793,96
Brisbane,Apia,Western Samoa,2010,-27.4689682,153.0234991,-13.8343691,-171.7692793,90
Brisbane,Apia,Western Samoa,2011,-27.4689682,153.0234991,-13.8343691,-171.7692793,105
Brisbane,Apia,Western Samoa,2012,-27.4689682,153.0234991,-13.8343691,-171.7692793,103
Brisbane,Apia,Western Samoa,2013,-27.4689682,153.0234991,-13.8343691,-171.7692793,105
Brisbane,Apia,Western Samoa,2014,-27.4689682,153.0234991,-13.8343691,-171.7692793,105
Brisbane,Apia,Western Samoa,2015,-27.4689682,153.0234991,-13.8343691,-171.7692793,110
Brisbane,Apia,Western Samoa,2016,-27.4689682,153.0234991,-13.8343691,-171.7692793,113
Brisbane,Apia,Western Samoa,2017,-27.4689682,153.0234991,-13.8343691,-171.7692793,114
Brisbane,Apia,Western Samoa,2018,-27.4689682,153.0234991,-13.8343691,-171.7692793,135
Brisbane,Apia,Western Samoa,2019,-27.4689682,153.0234991,-13.8343691,-171.7692793,305
Brisbane,Apia,Western Samoa,2020,-27.4689682,153.0234991,-13.8343691,-171.7692793,58
Brisbane,Apia,Western Samoa,2021,-27.4689682,153.0234991,-13.8343691,-171.7692793,1
Sydney,Apia,Western Samoa,2003,-33.8698439,151.2082848,-13.8343691,-171.7692793,39
Sydney,Apia,Western Samoa,2004,-33.8698439,151.2082848,-13.8343691,-171.7692793,66
Sydney,Apia,Western Samoa,2005,-33.8698439,151.2082848,-13.8343691,-171.7692793,77
Sydney,Apia,Western Samoa,2006,-33.8698439,151.2082848,-13.8343691,-171.7692793,314
Sydney,Apia,Western Samoa,2007,-33.8698439,151.2082848,-13.8343691,-171.7692793,320
Sydney,Apia,Western Samoa,2008,-33.8698439,151.2082848,-13.8343691,-171.7692793,321
Sydney,Apia,Western Samoa,2009,-33.8698439,151.2082848,-13.8343691,-171.7692793,314
Sydney,Apia,Western Samoa,2010,-33.8698439,151.2082848,-13.8343691,-171.7692793,313
Sydney,Apia,Western Samoa,2011,-33.8698439,151.2082848,-13.8343691,-171.7692793,308
Sydney,Apia,Western Samoa,2012,-33.8698439,151.2082848,-13.8343691,-171.7692793,307
Sydney,Apia,Western Samoa,2013,-33.8698439,151.2082848,-13.8343691,-171.7692793,305
Sydney,Apia,Western Samoa,2014,-33.8698439,151.2082848,-13.8343691,-171.7692793,248
Sydney,Apia,Western Samoa,2015,-33.8698439,151.2082848,-13.8343691,-171.7692793,229
Sydney,Apia,Western Samoa,2016,-33.8698439,151.2082848,-13.8343691,-171.7692793,232
Sydney,Apia,Western Samoa,2017,-33.8698439,151.2082848,-13.8343691,-171.7692793,227
Sydney,Apia,Western Samoa,2018,-33.8698439,151.2082848,-13.8343691,-171.7692793,387
Sydney,Apia,Western Samoa,2019,-33.8698439,151.2082848,-13.8343691,-171.7692793,433
Sydney,Apia,Western Samoa,2020,-33.8698439,151.2082848,-13.8343691,-171.7692793,76
Sydney,Apia,Western Samoa,2021,-33.8698439,151.2082848,-13.8343691,-171.7692793,1
Sydney,Niue,Niue,2003,-33.8698439,151.2082848,-19.05397155,-169.8492334,5
Sydney,Niue,Niue,2004,-33.8698439,151.2082848,-19.05397155,-169.8492334,3
Melbourne,Rarotonga,Cook Islands,2005,-37.8142176,144.9631608,-21.2349911,-159.7787237,24
Melbourne,Rarotonga,Cook Islands,2006,-37.8142176,144.9631608,-21.2349911,-159.7787237,37
Melbourne,Rarotonga,Cook Islands,2007,-37.8142176,144.9631608,-21.2349911,-159.7787237,49
Melbourne,Rarotonga,Cook Islands,2008,-37.8142176,144.9631608,-21.2349911,-159.7787237,86
Melbourne,Rarotonga,Cook Islands,2009,-37.8142176,144.9631608,-21.2349911,-159.7787237,31
Sydney,Rarotonga,Cook Islands,2006,-33.8698439,151.2082848,-21.2349911,-159.7787237,21
Sydney,Rarotonga,Cook Islands,2007,-33.8698439,151.2082848,-21.2349911,-159.7787237,30
Sydney,Rarotonga,Cook Islands,2009,-33.8698439,151.2082848,-21.2349911,-159.7787237,12
Sydney,Rarotonga,Cook Islands,2010,-33.8698439,151.2082848,-21.2349911,-159.7787237,34
Sydney,Rarotonga,Cook Islands,2011,-33.8698439,151.2082848,-21.2349911,-159.7787237,54
Sydney,Rarotonga,Cook Islands,2012,-33.8698439,151.2082848,-21.2349911,-159.7787237,104
Sydney,Rarotonga,Cook Islands,2013,-33.8698439,151.2082848,-21.2349911,-159.7787237,104
Sydney,Rarotonga,Cook Islands,2014,-33.8698439,151.2082848,-21.2349911,-159.7787237,102
Sydney,Rarotonga,Cook Islands,2015,-33.8698439,151.2082848,-21.2349911,-159.7787237,104
Sydney,Rarotonga,Cook Islands,2016,-33.8698439,151.2082848,-21.2349911,-159.7787237,106
Sydney,Rarotonga,Cook Islands,2017,-33.8698439,151.2082848,-21.2349911,-159.7787237,103
Sydney,Rarotonga,Cook Islands,2018,-33.8698439,151.2082848,-21.2349911,-159.7787237,104
Sydney,Rarotonga,Cook Islands,2019,-33.8698439,151.2082848,-21.2349911,-159.7787237,104
Sydney,Rarotonga,Cook Islands,2020,-33.8698439,151.2082848,-21.2349911,-159.7787237,23
Brisbane,Honolulu,United States of America,2005,-27.4689682,153.0234991,21.304547,-157.855676,1
Brisbane,Honolulu,United States of America,2006,-27.4689682,153.0234991,21.304547,-157.855676,1
Brisbane,Honolulu,United States of America,2007,-27.4689682,153.0234991,21.304547,-157.855676,3
Brisbane,Honolulu,United States of America,2008,-27.4689682,153.0234991,21.304547,-157.855676,4
Brisbane,Honolulu,United States of America,2009,-27.4689682,153.0234991,21.304547,-157.855676,2
Brisbane,Honolulu,United States of America,2011,-27.4689682,153.0234991,21.304547,-157.855676,13
Brisbane,Honolulu,United States of America,2012,-27.4689682,153.0234991,21.304547,-157.855676,56
Brisbane,Honolulu,United States of America,2013,-27.4689682,153.0234991,21.304547,-157.855676,371
Brisbane,Honolulu,United States of America,2014,-27.4689682,153.0234991,21.304547,-157.855676,402
Brisbane,Honolulu,United States of America,2015,-27.4689682,153.0234991,21.304547,-157.855676,668
Brisbane,Honolulu,United States of America,2016,-27.4689682,153.0234991,21.304547,-157.855676,590
Brisbane,Honolulu,United States of America,2017,-27.4689682,153.0234991,21.304547,-157.855676,318
Brisbane,Honolulu,United States of America,2018,-27.4689682,153.0234991,21.304547,-157.855676,322
Brisbane,Honolulu,United States of America,2019,-27.4689682,153.0234991,21.304547,-157.855676,326
Brisbane,Honolulu,United States of America,2020,-27.4689682,153.0234991,21.304547,-157.855676,72
Melbourne,Honolulu,United States of America,2003,-37.8142176,144.9631608,21.304547,-157.855676,25
Melbourne,Honolulu,United States of America,2004,-37.8142176,144.9631608,21.304547,-157.855676,38
Melbourne,Honolulu,United States of America,2005,-37.8142176,144.9631608,21.304547,-157.855676,2
Melbourne,Honolulu,United States of America,2006,-37.8142176,144.9631608,21.304547,-157.855676,8
Melbourne,Honolulu,United States of America,2007,-37.8142176,144.9631608,21.304547,-157.855676,174
Melbourne,Honolulu,United States of America,2008,-37.8142176,144.9631608,21.304547,-157.855676,57
Melbourne,Honolulu,United States of America,2009,-37.8142176,144.9631608,21.304547,-157.855676,49
Melbourne,Honolulu,United States of America,2010,-37.8142176,144.9631608,21.304547,-157.855676,50
Melbourne,Honolulu,United States of America,2011,-37.8142176,144.9631608,21.304547,-157.855676,63
Melbourne,Honolulu,United States of America,2012,-37.8142176,144.9631608,21.304547,-157.855676,89
Melbourne,Honolulu,United States of America,2013,-37.8142176,144.9631608,21.304547,-157.855676,277
Melbourne,Honolulu,United States of America,2014,-37.8142176,144.9631608,21.304547,-157.855676,326
Melbourne,Honolulu,United States of America,2015,-37.8142176,144.9631608,21.304547,-157.855676,366
Melbourne,Honolulu,United States of America,2016,-37.8142176,144.9631608,21.304547,-157.855676,359
Melbourne,Honolulu,United States of America,2017,-37.8142176,144.9631608,21.304547,-157.855676,356
Melbourne,Honolulu,United States of America,2018,-37.8142176,144.9631608,21.304547,-157.855676,355
Melbourne,Honolulu,United States of America,2019,-37.8142176,144.9631608,21.304547,-157.855676,290
Melbourne,Honolulu,United States of America,2020,-37.8142176,144.9631608,21.304547,-157.855676,58
Melbourne,Honolulu,United States of America,2022,-37.8142176,144.9631608,21.304547,-157.855676,116
Sydney,Honolulu,United States of America,2003,-33.8698439,151.2082848,21.304547,-157.855676,191
Sydney,Honolulu,United States of America,2004,-33.8698439,151.2082848,21.304547,-157.855676,494
Sydney,Honolulu,United States of America,2005,-33.8698439,151.2082848,21.304547,-157.855676,548
Sydney,Honolulu,United States of America,2006,-33.8698439,151.2082848,21.304547,-157.855676,1521
Sydney,Honolulu,United States of America,2007,-33.8698439,151.2082848,21.304547,-157.855676,1672
Sydney,Honolulu,United States of America,2008,-33.8698439,151.2082848,21.304547,-157.855676,1227
Sydney,Honolulu,United States of America,2009,-33.8698439,151.2082848,21.304547,-157.855676,1056
Sydney,Honolulu,United States of America,2010,-33.8698439,151.2082848,21.304547,-157.855676,1077
Sydney,Honolulu,United States of America,2011,-33.8698439,151.2082848,21.304547,-157.855676,1378
Sydney,Honolulu,United States of America,2012,-33.8698439,151.2082848,21.304547,-157.855676,1717
Sydney,Honolulu,United States of America,2013,-33.8698439,151.2082848,21.304547,-157.855676,1838
Sydney,Honolulu,United States of America,2014,-33.8698439,151.2082848,21.304547,-157.855676,1730
Sydney,Honolulu,United States of America,2015,-33.8698439,151.2082848,21.304547,-157.855676,1751
Sydney,Honolulu,United States of America,2016,-33.8698439,151.2082848,21.304547,-157.855676,1791
Sydney,Honolulu,United States of America,2017,-33.8698439,151.2082848,21.304547,-157.855676,1820
Sydney,Honolulu,United States of America,2018,-33.8698439,151.2082848,21.304547,-157.855676,1796
Sydney,Honolulu,United States of America,2019,-33.8698439,151.2082848,21.304547,-157.855676,1726
Sydney,Honolulu,United States of America,2020,-33.8698439,151.2082848,21.304547,-157.855676,352
Sydney,Honolulu,United States of America,2021,-33.8698439,151.2082848,21.304547,-157.855676,39
Sydney,Honolulu,United States of America,2022,-33.8698439,151.2082848,21.304547,-157.855676,821
Melbourne,Papeete,Tahiti,2007,-37.8142176,144.9631608,-17.5373835,-149.5659964,1
Sydney,Papeete,Tahiti,2005,-33.8698439,151.2082848,-17.5373835,-149.5659964,34
Sydney,Papeete,Tahiti,2006,-33.8698439,151.2082848,-17.5373835,-149.5659964,278
Sydney,Papeete,Tahiti,2007,-33.8698439,151.2082848,-17.5373835,-149.5659964,228
Sydney,Papeete,Tahiti,2008,-33.8698439,151.2082848,-17.5373835,-149.5659964,202
Sydney,Papeete,Tahiti,2009,-33.8698439,151.2082848,-17.5373835,-149.5659964,38
Sydney,Papeete,Tahiti,2011,-33.8698439,151.2082848,-17.5373835,-149.5659964,12
Sydney,Papeete,Tahiti,2012,-33.8698439,151.2082848,-17.5373835,-149.5659964,2
Brisbane,Vancouver,Canada,2006,-27.4689682,153.0234991,49.2608724,-123.113952,3
Brisbane,Vancouver,Canada,2016,-27.4689682,153.0234991,49.2608724,-123.113952,385
Brisbane,Vancouver,Canada,2017,-27.4689682,153.0234991,49.2608724,-123.113952,710
Brisbane,Vancouver,Canada,2018,-27.4689682,153.0234991,49.2608724,-123.113952,713
Brisbane,Vancouver,Canada,2019,-27.4689682,153.0234991,49.2608724,-123.113952,713
Brisbane,Vancouver,Canada,2020,-27.4689682,153.0234991,49.2608724,-123.113952,170
Brisbane,Vancouver,Canada,2022,-27.4689682,153.0234991,49.2608724,-123.113952,106
Melbourne,Vancouver,Canada,2006,-37.8142176,144.9631608,49.2608724,-123.113952,39
Melbourne,Vancouver,Canada,2007,-37.8142176,144.9631608,49.2608724,-123.113952,57
Melbourne,Vancouver,Canada,2008,-37.8142176,144.9631608,49.2608724,-123.113952,13
Melbourne,Vancouver,Canada,2017,-37.8142176,144.9631608,49.2608724,-123.113952,35
Melbourne,Vancouver,Canada,2018,-37.8142176,144.9631608,49.2608724,-123.113952,236
Melbourne,Vancouver,Canada,2019,-37.8142176,144.9631608,49.2608724,-123.113952,394
Melbourne,Vancouver,Canada,2020,-37.8142176,144.9631608,49.2608724,-123.113952,98
Sydney,Vancouver,Canada,2003,-33.8698439,151.2082848,49.2608724,-123.113952,139
Sydney,Vancouver,Canada,2004,-33.8698439,151.2082848,49.2608724,-123.113952,288
Sydney,Vancouver,Canada,2005,-33.8698439,151.2082848,49.2608724,-123.113952,289
Sydney,Vancouver,Canada,2006,-33.8698439,151.2082848,49.2608724,-123.113952,890
Sydney,Vancouver,Canada,2007,-33.8698439,151.2082848,49.2608724,-123.113952,820
Sydney,Vancouver,Canada,2008,-33.8698439,151.2082848,49.2608724,-123.113952,738
Sydney,Vancouver,Canada,2009,-33.8698439,151.2082848,49.2608724,-123.113952,690
Sydney,Vancouver,Canada,2010,-33.8698439,151.2082848,49.2608724,-123.113952,727
Sydney,Vancouver,Canada,2011,-33.8698439,151.2082848,49.2608724,-123.113952,728
Sydney,Vancouver,Canada,2012,-33.8698439,151.2082848,49.2608724,-123.113952,743
Sydney,Vancouver,Canada,2013,-33.8698439,151.2082848,49.2608724,-123.113952,757
Sydney,Vancouver,Canada,2014,-33.8698439,151.2082848,49.2608724,-123.113952,728
Sydney,Vancouver,Canada,2015,-33.8698439,151.2082848,49.2608724,-123.113952,786
Sydney,Vancouver,Canada,2016,-33.8698439,151.2082848,49.2608724,-123.113952,814
Sydney,Vancouver,Canada,2017,-33.8698439,151.2082848,49.2608724,-123.113952,798
Sydney,Vancouver,Canada,2018,-33.8698439,151.2082848,49.2608724,-123.113952,799
Sydney,Vancouver,Canada,2019,-33.8698439,151.2082848,49.2608724,-123.113952,767
Sydney,Vancouver,Canada,2020,-33.8698439,151.2082848,49.2608724,-123.113952,214
Sydney,Vancouver,Canada,2021,-33.8698439,151.2082848,49.2608724,-123.113952,27
Sydney,Vancouver,Canada,2022,-33.8698439,151.2082848,49.2608724,-123.113952,737
Brisbane,San Francisco,United States of America,2006,-27.4689682,153.0234991,37.7790262,-122.419906,3
Brisbane,San Francisco,United States of America,2007,-27.4689682,153.0234991,37.7790262,-122.419906,5
Brisbane,San Francisco,United States of America,2008,-27.4689682,153.0234991,37.7790262,-122.419906,1
Brisbane,San Francisco,United States of America,2009,-27.4689682,153.0234991,37.7790262,-122.419906,3
Brisbane,San Francisco,United States of America,2010,-27.4689682,153.0234991,37.7790262,-122.419906,1
Brisbane,San Francisco,United States of America,2011,-27.4689682,153.0234991,37.7790262,-122.419906,1
Brisbane,San Francisco,United States of America,2016,-27.4689682,153.0234991,37.7790262,-122.419906,2
Brisbane,San Francisco,United States of America,2018,-27.4689682,153.0234991,37.7790262,-122.419906,2
Brisbane,San Francisco,United States of America,2019,-27.4689682,153.0234991,37.7790262,-122.419906,2
Brisbane,San Francisco,United States of America,2020,-27.4689682,153.0234991,37.7790262,-122.419906,36
Melbourne,San Francisco,United States of America,2006,-37.8142176,144.9631608,37.7790262,-122.419906,100
Melbourne,San Francisco,United States of America,2007,-37.8142176,144.9631608,37.7790262,-122.419906,656
Melbourne,San Francisco,United States of America,2008,-37.8142176,144.9631608,37.7790262,-122.419906,395
Melbourne,San Francisco,United States of America,2010,-37.8142176,144.9631608,37.7790262,-122.419906,1
Melbourne,San Francisco,United States of America,2018,-37.8142176,144.9631608,37.7790262,-122.419906,126
Melbourne,San Francisco,United States of America,2019,-37.8142176,144.9631608,37.7790262,-122.419906,463
Melbourne,San Francisco,United States of America,2020,-37.8142176,144.9631608,37.7790262,-122.419906,164
Melbourne,San Francisco,United States of America,2022,-37.8142176,144.9631608,37.7790262,-122.419906,101
Sydney,San Francisco,United States of America,2003,-33.8698439,151.2082848,37.7790262,-122.419906,122
Sydney,San Francisco,United States of America,2004,-33.8698439,151.2082848,37.7790262,-122.419906,245
Sydney,San Francisco,United States of America,2005,-33.8698439,151.2082848,37.7790262,-122.419906,257
Sydney,San Francisco,United States of America,2006,-33.8698439,151.2082848,37.7790262,-122.419906,972
Sydney,San Francisco,United States of America,2007,-33.8698439,151.2082848,37.7790262,-122.419906,1195
Sydney,San Francisco,United States of America,2008,-33.8698439,151.2082848,37.7790262,-122.419906,1245
Sydney,San Francisco,United States of America,2009,-33.8698439,151.2082848,37.7790262,-122.419906,1187
Sydney,San Francisco,United States of America,2010,-33.8698439,151.2082848,37.7790262,-122.419906,1111
Sydney,San Francisco,United States of America,2011,-33.8698439,151.2082848,37.7790262,-122.419906,866
Sydney,San Francisco,United States of America,2012,-33.8698439,151.2082848,37.7790262,-122.419906,727
Sydney,San Francisco,United States of America,2013,-33.8698439,151.2082848,37.7790262,-122.419906,724
Sydney,San Francisco,United States of America,2014,-33.8698439,151.2082848,37.7790262,-122.419906,721
Sydney,San Francisco,United States of America,2015,-33.8698439,151.2082848,37.7790262,-122.419906,730
Sydney,San Francisco,United States of America,2016,-33.8698439,151.2082848,37.7790262,-122.419906,1335
Sydney,San Francisco,United States of America,2017,-33.8698439,151.2082848,37.7790262,-122.419906,1335
Sydney,San Francisco,United States of America,2018,-33.8698439,151.2082848,37.7790262,-122.419906,1348
Sydney,San Francisco,United States of America,2019,-33.8698439,151.2082848,37.7790262,-122.419906,1382
Sydney,San Francisco,United States of America,2020,-33.8698439,151.2082848,37.7790262,-122.419906,883
Sydney,San Francisco,United States of America,2021,-33.8698439,151.2082848,37.7790262,-122.419906,714
Sydney,San Francisco,United States of America,2022,-33.8698439,151.2082848,37.7790262,-122.419906,544
Sydney,Seattle,United States of America,2004,-33.8698439,151.2082848,47.6038321,-122.330062,104
Sydney,Seattle,United States of America,2005,-33.8698439,151.2082848,47.6038321,-122.330062,36
Adelaide,Los Angeles,United States of America,2006,-34.9281805,138.5999312,34.0536909,-118.242766,1
Adelaide,Los Angeles,United States of America,2008,-34.9281805,138.5999312,34.0536909,-118.242766,1
Adelaide,Los Angeles,United States of America,2021,-34.9281805,138.5999312,34.0536909,-118.242766,1
Brisbane,Los Angeles,United States of America,2003,-27.4689682,153.0234991,34.0536909,-118.242766,124
Brisbane,Los Angeles,United States of America,2004,-27.4689682,153.0234991,34.0536909,-118.242766,309
Brisbane,Los Angeles,United States of America,2005,-27.4689682,153.0234991,34.0536909,-118.242766,369
Brisbane,Los Angeles,United States of America,2006,-27.4689682,153.0234991,34.0536909,-118.242766,579
Brisbane,Los Angeles,United States of America,2007,-27.4689682,153.0234991,34.0536909,-118.242766,820
Brisbane,Los Angeles,United States of America,2008,-27.4689682,153.0234991,34.0536909,-118.242766,650
Brisbane,Los Angeles,United States of America,2009,-27.4689682,153.0234991,34.0536909,-118.242766,897
Brisbane,Los Angeles,United States of America,2010,-27.4689682,153.0234991,34.0536909,-118.242766,928
Brisbane,Los Angeles,United States of America,2011,-27.4689682,153.0234991,34.0536909,-118.242766,1054
Brisbane,Los Angeles,United States of America,2012,-27.4689682,153.0234991,34.0536909,-118.242766,1050
Brisbane,Los Angeles,United States of America,2013,-27.4689682,153.0234991,34.0536909,-118.242766,1057
Brisbane,Los Angeles,United States of America,2014,-27.4689682,153.0234991,34.0536909,-118.242766,1207
Brisbane,Los Angeles,United States of America,2015,-27.4689682,153.0234991,34.0536909,-118.242766,1468
Brisbane,Los Angeles,United States of America,2016,-27.4689682,153.0234991,34.0536909,-118.242766,1465
Brisbane,Los Angeles,United States of America,2017,-27.4689682,153.0234991,34.0536909,-118.242766,1352
Brisbane,Los Angeles,United States of America,2018,-27.4689682,153.0234991,34.0536909,-118.242766,1411
Brisbane,Los Angeles,United States of America,2019,-27.4689682,153.0234991,34.0536909,-118.242766,1623
Brisbane,Los Angeles,United States of America,2020,-27.4689682,153.0234991,34.0536909,-118.242766,427
Brisbane,Los Angeles,United States of America,2021,-27.4689682,153.0234991,34.0536909,-118.242766,4
Brisbane,Los Angeles,United States of America,2022,-27.4689682,153.0234991,34.0536909,-118.242766,404
Cairns,Los Angeles,United States of America,2007,-16.9206657,145.7721854,34.0536909,-118.242766,1
Cairns,Los Angeles,United States of America,2008,-16.9206657,145.7721854,34.0536909,-118.242766,1
Melbourne,Los Angeles,United States of America,2003,-37.8142176,144.9631608,34.0536909,-118.242766,242
Melbourne,Los Angeles,United States of America,2004,-37.8142176,144.9631608,34.0536909,-118.242766,494
Melbourne,Los Angeles,United States of America,2005,-37.8142176,144.9631608,34.0536909,-118.242766,526
Melbourne,Los Angeles,United States of America,2006,-37.8142176,144.9631608,34.0536909,-118.242766,2621
Melbourne,Los Angeles,United States of America,2007,-37.8142176,144.9631608,34.0536909,-118.242766,2288
Melbourne,Los Angeles,United States of America,2008,-37.8142176,144.9631608,34.0536909,-118.242766,2218
Melbourne,Los Angeles,United States of America,2009,-37.8142176,144.9631608,34.0536909,-118.242766,2098
Melbourne,Los Angeles,United States of America,2010,-37.8142176,144.9631608,34.0536909,-118.242766,2293
Melbourne,Los Angeles,United States of America,2011,-37.8142176,144.9631608,34.0536909,-118.242766,2455
Melbourne,Los Angeles,United States of America,2012,-37.8142176,144.9631608,34.0536909,-118.242766,2005
Melbourne,Los Angeles,United States of America,2013,-37.8142176,144.9631608,34.0536909,-118.242766,1732
Melbourne,Los Angeles,United States of America,2014,-37.8142176,144.9631608,34.0536909,-118.242766,1676
Melbourne,Los Angeles,United States of America,2015,-37.8142176,144.9631608,34.0536909,-118.242766,1711
Melbourne,Los Angeles,United States of America,2016,-37.8142176,144.9631608,34.0536909,-118.242766,1638
Melbourne,Los Angeles,United States of America,2017,-37.8142176,144.9631608,34.0536909,-118.242766,1887
Melbourne,Los Angeles,United States of America,2018,-37.8142176,144.9631608,34.0536909,-118.242766,2358
Melbourne,Los Angeles,United States of America,2019,-37.8142176,144.9631608,34.0536909,-118.242766,2093
Melbourne,Los Angeles,United States of America,2020,-37.8142176,144.9631608,34.0536909,-118.242766,460
Melbourne,Los Angeles,United States of America,2021,-37.8142176,144.9631608,34.0536909,-118.242766,14
Melbourne,Los Angeles,United States of America,2022,-37.8142176,144.9631608,34.0536909,-118.242766,466
Sydney,Los Angeles,United States of America,2003,-33.8698439,151.2082848,34.0536909,-118.242766,498
Sydney,Los Angeles,United States of America,2004,-33.8698439,151.2082848,34.0536909,-118.242766,1062
Sydney,Los Angeles,United States of America,2005,-33.8698439,151.2082848,34.0536909,-118.242766,1108
Sydney,Los Angeles,United States of America,2006,-33.8698439,151.2082848,34.0536909,-118.242766,3035
Sydney,Los Angeles,United States of America,2007,-33.8698439,151.2082848,34.0536909,-118.242766,2686
Sydney,Los Angeles,United States of America,2008,-33.8698439,151.2082848,34.0536909,-118.242766,2411
Sydney,Los Angeles,United States of America,2009,-33.8698439,151.2082848,34.0536909,-118.242766,3123
Sydney,Los Angeles,United States of America,2010,-33.8698439,151.2082848,34.0536909,-118.242766,3603
Sydney,Los Angeles,United States of America,2011,-33.8698439,151.2082848,34.0536909,-118.242766,3675
Sydney,Los Angeles,United States of America,2012,-33.8698439,151.2082848,34.0536909,-118.242766,3606
Sydney,Los Angeles,United States of America,2013,-33.8698439,151.2082848,34.0536909,-118.242766,3597
Sydney,Los Angeles,United States of America,2014,-33.8698439,151.2082848,34.0536909,-118.242766,3595
Sydney,Los Angeles,United States of America,2015,-33.8698439,151.2082848,34.0536909,-118.242766,3600
Sydney,Los Angeles,United States of America,2016,-33.8698439,151.2082848,34.0536909,-118.242766,3697
Sydney,Los Angeles,United States of America,2017,-33.8698439,151.2082848,34.0536909,-118.242766,3606
Sydney,Los Angeles,United States of America,2018,-33.8698439,151.2082848,34.0536909,-118.242766,3602
Sydney,Los Angeles,United States of America,2019,-33.8698439,151.2082848,34.0536909,-118.242766,3377
Sydney,Los Angeles,United States of America,2020,-33.8698439,151.2082848,34.0536909,-118.242766,1226
Sydney,Los Angeles,United States of America,2021,-33.8698439,151.2082848,34.0536909,-118.242766,1718
Sydney,Los Angeles,United States of America,2022,-33.8698439,151.2082848,34.0536909,-118.242766,1798
Brisbane,Dallas,United States of America,2011,-27.4689682,153.0234991,32.7762719,-96.7968559,132
Brisbane,Dallas,United States of America,2012,-27.4689682,153.0234991,32.7762719,-96.7968559,315
Brisbane,Dallas,United States of America,2013,-27.4689682,153.0234991,32.7762719,-96.7968559,350
Brisbane,Dallas,United States of America,2014,-27.4689682,153.0234991,32.7762719,-96.7968559,267
Brisbane,Dallas,United States of America,2015,-27.4689682,153.0234991,32.7762719,-96.7968559,5
Brisbane,Dallas,United States of America,2016,-27.4689682,153.0234991,32.7762719,-96.7968559,4
Brisbane,Dallas,United States of America,2017,-27.4689682,153.0234991,32.7762719,-96.7968559,5
Brisbane,Dallas,United States of America,2018,-27.4689682,153.0234991,32.7762719,-96.7968559,1
Brisbane,Dallas,United States of America,2019,-27.4689682,153.0234991,32.7762719,-96.7968559,4
Brisbane,Dallas,United States of America,2020,-27.4689682,153.0234991,32.7762719,-96.7968559,1
Sydney,Dallas,United States of America,2011,-33.8698439,151.2082848,32.7762719,-96.7968559,263
Sydney,Dallas,United States of America,2012,-33.8698439,151.2082848,32.7762719,-96.7968559,628
Sydney,Dallas,United States of America,2013,-33.8698439,151.2082848,32.7762719,-96.7968559,697
Sydney,Dallas,United States of America,2014,-33.8698439,151.2082848,32.7762719,-96.7968559,700
Sydney,Dallas,United States of America,2015,-33.8698439,151.2082848,32.7762719,-96.7968559,635
Sydney,Dallas,United States of America,2016,-33.8698439,151.2082848,32.7762719,-96.7968559,700
Sydney,Dallas,United States of America,2017,-33.8698439,151.2082848,32.7762719,-96.7968559,708
Sydney,Dallas,United States of America,2018,-33.8698439,151.2082848,32.7762719,-96.7968559,702
