Australian_City,International_City,Port_Country,Year
Melbourne,Beijing,China,2013
Melbourne,Beijing,China,2014
Melbourne,Beijing,China,2015
Melbourne,Beijing,China,2016
Melbourne,Beijing,China,2017
Melbourne,Beijing,China,2018
Melbourne,Beijing,China,2019
Melbourne,Beijing,China,2020
Melbourne,Bombay,India,2006
Melbourne,Bombay,India,2007
Melbourne,Bombay,India,2009
Melbourne,Buenos Aires,Argentina,2010
Melbourne,Buenos Aires,Argentina,2020
Melbourne,Can Tho,Vietnam,2021
Melbourne,Changsha,China,2016
Melbourne,Changsha,China,2017
Melbourne,Changsha,China,2018
Melbourne,Changsha,China,2019
Melbourne,Changsha,China,2020
Melbourne,Chengdu,China,2013
Melbourne,Chengdu,China,2014
Melbourne,Chengdu,China,2015
Melbourne,Chengdu,China,2016
Melbourne,Chengdu,China,2017
Melbourne,Chengdu,China,2018
Melbourne,Chengdu,China,2019
Melbourne,Chengdu,China,2020
Melbourne,Chicago,United States of America,2003
Melbourne,Chicago,United States of America,2006
Melbourne,Chicago,United States of America,2007
Melbourne,Chicago,United States of America,2008
Melbourne,Chicago,United States of America,2009
Melbourne,Chicago,United States of America,2010
Melbourne,Chicago,United States of America,2011
Melbourne,Chicago,United States of America,2012
Melbourne,Chongqing,China,2017
Melbourne,Chongqing,China,2018
Melbourne,Chongqing,China,2019
Melbourne,Chongqing,China,2020
Melbourne,Christchurch,New Zealand,2003
Melbourne,Christchurch,New Zealand,2004
Melbourne,Christchurch,New Zealand,2005
Melbourne,Christchurch,New Zealand,2006
Melbourne,Christchurch,New Zealand,2007
Melbourne,Christchurch,New Zealand,2008
Melbourne,Christchurch,New Zealand,2009
Melbourne,Christchurch,New Zealand,2010
Melbourne,Christchurch,New Zealand,2011
Melbourne,Christchurch,New Zealand,2012
Melbourne,Christchurch,New Zealand,2013
Melbourne,Christchurch,New Zealand,2014
Melbourne,Christchurch,New Zealand,2015
Melbourne,Christchurch,New Zealand,2016
Melbourne,Christchurch,New Zealand,2017
Melbourne,Christchurch,New Zealand,2018
Melbourne,Christchurch,New Zealand,2019
Melbourne,Christchurch,New Zealand,2020
Melbourne,Christchurch,New Zealand,2021
Melbourne,Christchurch,New Zealand,2022
Melbourne,Colombo,Sri Lanka,2017
Melbourne,Colombo,Sri Lanka,2018
Melbourne,Colombo,Sri Lanka,2019
Melbourne,Colombo,Sri Lanka,2020
Melbourne,Colombo,Sri Lanka,2021
Melbourne,Colombo,Sri Lanka,2022
Melbourne,Da Nang,Vietnam,2021
Melbourne,Denpasar,Indonesia,2003
Melbourne,Denpasar,Indonesia,2004
Melbourne,Denpasar,Indonesia,2005
Melbourne,Denpasar,Indonesia,2006
Melbourne,Denpasar,Indonesia,2007
Melbourne,Denpasar,Indonesia,2008
Melbourne,Denpasar,Indonesia,2009
Melbourne,Denpasar,Indonesia,2010
Melbourne,Denpasar,Indonesia,2011
Melbourne,Denpasar,Indonesia,2012
Melbourne,Denpasar,Indonesia,2013
Melbourne,Denpasar,Indonesia,2014
Melbourne,Denpasar,Indonesia,2015
Melbourne,Denpasar,Indonesia,2016
Melbourne,Denpasar,Indonesia,2017
Melbourne,Denpasar,Indonesia,2018
Melbourne,Denpasar,Indonesia,2019
Melbourne,Denpasar,Indonesia,2020
Melbourne,Denpasar,Indonesia,2022
Melbourne,Doha,Qatar,2009
Melbourne,Doha,Qatar,2010
Melbourne,Doha,Qatar,2011
Melbourne,Doha,Qatar,2012
Melbourne,Doha,Qatar,2013
Melbourne,Doha,Qatar,2014
Melbourne,Doha,Qatar,2015
Melbourne,Doha,Qatar,2016
Melbourne,Doha,Qatar,2017
Melbourne,Doha,Qatar,2018
Melbourne,Doha,Qatar,2019
Melbourne,Doha,Qatar,2020
Melbourne,Doha,Qatar,2021
Melbourne,Doha,Qatar,2022
Melbourne,Dubai,United Arab Emirates,2003
Melbourne,Dubai,United Arab Emirates,2004
Melbourne,Dubai,United Arab Emirates,2005
Melbourne,Dubai,United Arab Emirates,2006
Melbourne,Dubai,United Arab Emirates,2007
Melbourne,Dubai,United Arab Emirates,2008
Melbourne,Dubai,United Arab Emirates,2009
Melbourne,Dubai,United Arab Emirates,2010
Melbourne,Dubai,United Arab Emirates,2011
Melbourne,Dubai,United Arab Emirates,2012
Melbourne,Dubai,United Arab Emirates,2013
Melbourne,Dubai,United Arab Emirates,2014
Melbourne,Dubai,United Arab Emirates,2015
Melbourne,Dubai,United Arab Emirates,2016
Melbourne,Dubai,United Arab Emirates,2017
Melbourne,Dubai,United Arab Emirates,2018
Melbourne,Dubai,United Arab Emirates,2019
Melbourne,Dubai,United Arab Emirates,2020
Melbourne,Dubai,United Arab Emirates,2021
Melbourne,Dubai,United Arab Emirates,2022
Melbourne,Dunedin,New Zealand,2003
Melbourne,Dunedin,New Zealand,2004
Melbourne,Dunedin,New Zealand,2005
Melbourne,Dunedin,New Zealand,2006
Melbourne,Dunedin,New Zealand,2007
Melbourne,Dunedin,New Zealand,2008
Melbourne,Dunedin,New Zealand,2009
Melbourne,Dunedin,New Zealand,2010
Melbourne,Dunedin,New Zealand,2011
Melbourne,Dunedin,New Zealand,2012
Melbourne,Dunedin,New Zealand,2013
Melbourne,Dunedin,New Zealand,2014
Melbourne,Frankfurt,Germany,2003
Melbourne,Frankfurt,Germany,2004
Melbourne,Frankfurt,Germany,2005
Melbourne,Frankfurt,Germany,2006
Melbourne,Frankfurt,Germany,2007
Melbourne,Frankfurt,Germany,2008
Melbourne,Frankfurt,Germany,2009
Melbourne,Frankfurt,Germany,2010
Melbourne,Frankfurt,Germany,2011
Melbourne,Fuzhou,China,2022
Melbourne,Guangzhou,China,2003
Melbourne,Guangzhou,China,2004
Melbourne,Guangzhou,China,2005
Melbourne,Guangzhou,China,2006
Melbourne,Guangzhou,China,2007
Melbourne,Guangzhou,China,2008
Melbourne,Guangzhou,China,2009
Melbourne,Guangzhou,China,2010
Melbourne,Guangzhou,China,2011
Melbourne,Guangzhou,China,2012
Melbourne,Guangzhou,China,2013
Melbourne,Guangzhou,China,2014
Melbourne,Guangzhou,China,2015
Melbourne,Guangzhou,China,2016
Melbourne,Guangzhou,China,2017
Melbourne,Guangzhou,China,2018
Melbourne,Guangzhou,China,2019
Melbourne,Guangzhou,China,2020
Melbourne,Guangzhou,China,2021
Melbourne,Guangzhou,China,2022
Melbourne,Guiyang,China,2019
Melbourne,Guiyang,China,2020
Melbourne,Haikou,China,2018
Melbourne,Haikou,China,2019
Melbourne,Haikou,China,2020
Melbourne,Hamilton,New Zealand,2003
Melbourne,Hamilton,New Zealand,2004
Melbourne,Hamilton,New Zealand,2005
Melbourne,Hamilton,New Zealand,2006
Melbourne,Hamilton,New Zealand,2007
Melbourne,Hangzhou,China,2017
Melbourne,Hangzhou,China,2018
Melbourne,Hangzhou,China,2019
Melbourne,Hangzhou,China,2020
Melbourne,Hanoi,Vietnam,2003
Melbourne,Hanoi,Vietnam,2004
Melbourne,Hanoi,Vietnam,2005
Melbourne,Hanoi,Vietnam,2006
Melbourne,Hanoi,Vietnam,2007
Melbourne,Hanoi,Vietnam,2008
Melbourne,Hanoi,Vietnam,2009
Melbourne,Hanoi,Vietnam,2010
Melbourne,Hanoi,Vietnam,2011
Melbourne,Hanoi,Vietnam,2012
Melbourne,Hanoi,Vietnam,2013
Melbourne,Hanoi,Vietnam,2014
Melbourne,Hanoi,Vietnam,2021
Melbourne,Hanoi,Vietnam,2022
Melbourne,Ho Chi Minh City,Vietnam,2003
Melbourne,Ho Chi Minh City,Vietnam,2004
Melbourne,Ho Chi Minh City,Vietnam,2005
Melbourne,Ho Chi Minh City,Vietnam,2006
Melbourne,Ho Chi Minh City,Vietnam,2007
Melbourne,Ho Chi Minh City,Vietnam,2008
Melbourne,Ho Chi Minh City,Vietnam,2009
Melbourne,Ho Chi Minh City,Vietnam,2010
Melbourne,Ho Chi Minh City,Vietnam,2011
Melbourne,Ho Chi Minh City,Vietnam,2012
Melbourne,Ho Chi Minh City,Vietnam,2013
Melbourne,Ho Chi Minh City,Vietnam,2014
Melbourne,Ho Chi Minh City,Vietnam,2015
Melbourne,Ho Chi Minh City,Vietnam,2016
Melbourne,Ho Chi Minh City,Vietnam,2017
Melbourne,Ho Chi Minh City,Vietnam,2018
Melbourne,Ho Chi Minh City,Vietnam,2019
Melbourne,Ho Chi Minh City,Vietnam,2020
Melbourne,Ho Chi Minh City,Vietnam,2021
Melbourne,Ho Chi Minh City,Vietnam,2022
Melbourne,Hong Kong,Hong Kong (SAR),2003
Melbourne,Hong Kong,Hong Kong (SAR),2004
Melbourne,Hong Kong,Hong Kong (SAR),2005
Melbourne,Hong Kong,Hong Kong (SAR),2006
Melbourne,Hong Kong,Hong Kong (SAR),2007
Melbourne,Hong Kong,Hong Kong (SAR),2008
Melbourne,Hong Kong,Hong Kong (SAR),2009
Melbourne,Hong Kong,Hong Kong (SAR),2010
Melbourne,Hong Kong,Hong Kong (SAR),2011
Melbourne,Hong Kong,Hong Kong (SAR),2012
Melbourne,Hong Kong,Hong Kong (SAR),2013
Melbourne,Hong Kong,Hong Kong (SAR),2014
Melbourne,Hong Kong,Hong Kong (SAR),2015
Melbourne,Hong Kong,Hong Kong (SAR),2016
Melbourne,Hong Kong,Hong Kong (SAR),2017
Melbourne,Hong Kong,Hong Kong (SAR),2018
Melbourne,Hong Kong,Hong Kong (SAR),2019
Melbourne,Hong Kong,Hong Kong (SAR),2020
Melbourne,Hong Kong,Hong Kong (SAR),2021
Melbourne,Hong Kong,Hong Kong (SAR),2022
Melbourne,Honolulu,United States of America,2003
Melbourne,Honolulu,United States of America,2004
Melbourne,Honolulu,United States of America,2005
Melbourne,Honolulu,United States of America,2006
Melbourne,Honolulu,United States of America,2007
Melbourne,Honolulu,United States of America,2008
Melbourne,Honolulu,United States of America,2009
Melbourne,Honolulu,United States of America,2010
Melbourne,Honolulu,United States of America,2011
Melbourne,Honolulu,United States of America,2012
Melbourne,Honolulu,United States of America,2013
Melbourne,Honolulu,United States of America,2014
Melbourne,Honolulu,United States of America,2015
Melbourne,Honolulu,United States of America,2016
Melbourne,Honolulu,United States of America,2017
Melbourne,Honolulu,United States of America,2018
Melbourne,Honolulu,United States of America,2019
Melbourne,Honolulu,United States of America,2020
Melbourne,Honolulu,United States of America,2022
Melbourne,Jakarta,Indonesia,2006
Melbourne,Jakarta,Indonesia,2007
Melbourne,Jakarta,Indonesia,2009
Melbourne,Jakarta,Indonesia,2010
Melbourne,Jakarta,Indonesia,2011
Melbourne,Jakarta,Indonesia,2012
Melbourne,Jakarta,Indonesia,2013
Melbourne,Jakarta,Indonesia,2014
Melbourne,Jakarta,Indonesia,2015
Melbourne,Jakarta,Indonesia,2016
Melbourne,Jakarta,Indonesia,2017
Melbourne,Jakarta,Indonesia,2018
Melbourne,Jakarta,Indonesia,2019
Melbourne,Jakarta,Indonesia,2020
Melbourne,Jakarta,Indonesia,2021
Melbourne,Johannesburg,South Africa,2007
Melbourne,Johannesburg,South Africa,2008
Melbourne,Johannesburg,South Africa,2010
Melbourne,Johannesburg,South Africa,2011
Melbourne,Johannesburg,South Africa,2012
Melbourne,Johannesburg,South Africa,2013
Melbourne,Johannesburg,South Africa,2017
Melbourne,Johannesburg,South Africa,2018
Melbourne,Johannesburg,South Africa,2020
Melbourne,Kuala Lumpur,Malaysia,2003
Melbourne,Kuala Lumpur,Malaysia,2004
Melbourne,Kuala Lumpur,Malaysia,2005
Melbourne,Kuala Lumpur,Malaysia,2006
Melbourne,Kuala Lumpur,Malaysia,2007
Melbourne,Kuala Lumpur,Malaysia,2008
Melbourne,Kuala Lumpur,Malaysia,2009
Melbourne,Kuala Lumpur,Malaysia,2010
Melbourne,Kuala Lumpur,Malaysia,2011
Melbourne,Kuala Lumpur,Malaysia,2012
Melbourne,Kuala Lumpur,Malaysia,2013
Melbourne,Kuala Lumpur,Malaysia,2014
Melbourne,Kuala Lumpur,Malaysia,2015
Melbourne,Kuala Lumpur,Malaysia,2016
Melbourne,Kuala Lumpur,Malaysia,2017
Melbourne,Kuala Lumpur,Malaysia,2018
Melbourne,Kuala Lumpur,Malaysia,2019
Melbourne,Kuala Lumpur,Malaysia,2020
Melbourne,Kuala Lumpur,Malaysia,2021
Melbourne,Kuala Lumpur,Malaysia,2022
Melbourne,London,United Kingdom,2003
Melbourne,London,United Kingdom,2004
Melbourne,London,United Kingdom,2005
Melbourne,London,United Kingdom,2006
Melbourne,London,United Kingdom,2007
Melbourne,London,United Kingdom,2008
Melbourne,London,United Kingdom,2009
Melbourne,London,United Kingdom,2010
Melbourne,London,United Kingdom,2011
Melbourne,London,United Kingdom,2012
Melbourne,London,United Kingdom,2013
Melbourne,London,United Kingdom,2014
Melbourne,London,United Kingdom,2015
Melbourne,London,United Kingdom,2016
Melbourne,London,United Kingdom,2017
Melbourne,London,United Kingdom,2018
Melbourne,London,United Kingdom,2019
Melbourne,London,United Kingdom,2020
Melbourne,London,United Kingdom,2021
Melbourne,London,United Kingdom,2022
Melbourne,Los Angeles,United States of America,2003
Melbourne,Los Angeles,United States of America,2004
Melbourne,Los Angeles,United States of America,2005
Melbourne,Los Angeles,United States of America,2006
Melbourne,Los Angeles,United States of America,2007
Melbourne,Los Angeles,United States of America,2008
Melbourne,Los Angeles,United States of America,2009
Melbourne,Los Angeles,United States of America,2010
Melbourne,Los Angeles,United States of America,2011
Melbourne,Los Angeles,United States of America,2012
Melbourne,Los Angeles,United States of America,2013
Melbourne,Los Angeles,United States of America,2014
Melbourne,Los Angeles,United States of America,2015
Melbourne,Los Angeles,United States of America,2016
Melbourne,Los Angeles,United States of America,2017
Melbourne,Los Angeles,United States of America,2018
Melbourne,Los Angeles,United States of America,2019
Melbourne,Los Angeles,United States of America,2020
Melbourne,Los Angeles,United States of America,2021
Melbourne,Los Angeles,United States of America,2022
Melbourne,Manila,Philippines,2003
Melbourne,Manila,Philippines,2004
Melbourne,Manila,Philippines,2005
Melbourne,Manila,Philippines,2006
Melbourne,Manila,Philippines,2007
Melbourne,Manila,Philippines,2008
Melbourne,Manila,Philippines,2009
Melbourne,Manila,Philippines,2010
Melbourne,Manila,Philippines,2011
Melbourne,Manila,Philippines,2012
Melbourne,Manila,Philippines,2013
Melbourne,Manila,Philippines,2014
Melbourne,Manila,Philippines,2015
Melbourne,Manila,Philippines,2016
Melbourne,Manila,Philippines,2017
Melbourne,Manila,Philippines,2018
Melbourne,Manila,Philippines,2019
Melbourne,Manila,Philippines,2020
Melbourne,Manila,Philippines,2021
Melbourne,Manila,Philippines,2022
Melbourne,Mauritius,Mauritius,2003
Melbourne,Mauritius,Mauritius,2004
Melbourne,Mauritius,Mauritius,2005
Melbourne,Mauritius,Mauritius,2006
Melbourne,Mauritius,Mauritius,2007
Melbourne,Mauritius,Mauritius,2008
Melbourne,Mauritius,Mauritius,2009
Melbourne,Mauritius,Mauritius,2010
Melbourne,Mauritius,Mauritius,2011
Melbourne,Mauritius,Mauritius,2012
Melbourne,Nadi,Fiji,2003
Melbourne,Nadi,Fiji,2004
Melbourne,Nadi,Fiji,2005
Melbourne,Nadi,Fiji,2006
Melbourne,Nadi,Fiji,2007
Melbourne,Nadi,Fiji,2008
Melbourne,Nadi,Fiji,2009
Melbourne,Nadi,Fiji,2010
Melbourne,Nadi,Fiji,2011
Melbourne,Nadi,Fiji,2012
Melbourne,Nadi,Fiji,2013
Melbourne,Nadi,Fiji,2014
Melbourne,Nadi,Fiji,2015
Melbourne,Nadi,Fiji,2016
Melbourne,Nadi,Fiji,2017
Melbourne,Nadi,Fiji,2018
Melbourne,Nadi,Fiji,2019
Melbourne,Nadi,Fiji,2020
Melbourne,Nadi,Fiji,2021
Melbourne,Nadi,Fiji,2022
Melbourne,Nagoya,Japan,2006
Melbourne,Nauru,Nauru,2003
Melbourne,Nauru,Nauru,2004
Melbourne,New Delhi,India,2008
Melbourne,New Delhi,India,2013
Melbourne,New Delhi,India,2014
Melbourne,New Delhi,India,2015
Melbourne,New Delhi,India,2016
Melbourne,New Delhi,India,2017
Melbourne,New Delhi,India,2018
Melbourne,New Delhi,India,2019
Melbourne,New Delhi,India,2020
Melbourne,New Delhi,India,2021
Melbourne,New Delhi,India,2022
Melbourne,New York,United States of America,2003
Melbourne,New York,United States of America,2004
Melbourne,New York,United States of America,2005
Melbourne,New York,United States of America,2006
Melbourne,New York,United States of America,2007
Melbourne,New York,United States of America,2008
Melbourne,New York,United States of America,2010
Melbourne,New York,United States of America,2016
Melbourne,Noumea,New Caledonia,2004
Melbourne,Noumea,New Caledonia,2014
Melbourne,Noumea,New Caledonia,2015
Melbourne,Noumea,New Caledonia,2016
Melbourne,Noumea,New Caledonia,2017
Melbourne,Noumea,New Caledonia,2018
Melbourne,Noumea,New Caledonia,2019
Melbourne,Noumea,New Caledonia,2020
Melbourne,Osaka,Japan,2014
Melbourne,Osaka,Japan,2015
Melbourne,Osaka,Japan,2016
Melbourne,Osaka,Japan,2017
Melbourne,Osaka,Japan,2022
Melbourne,Palmerston,New Zealand,2003
Melbourne,Palmerston,New Zealand,2004
Melbourne,Palmerston,New Zealand,2005
Melbourne,Palmerston,New Zealand,2006
Melbourne,Palmerston,New Zealand,2007
Melbourne,Papeete,Tahiti,2007
Melbourne,PhUnited Kingdomet,Thailand,2003
Melbourne,PhUnited Kingdomet,Thailand,2004
Melbourne,PhUnited Kingdomet,Thailand,2005
Melbourne,PhUnited Kingdomet,Thailand,2006
Melbourne,PhUnited Kingdomet,Thailand,2008
Melbourne,PhUnited Kingdomet,Thailand,2009
Melbourne,PhUnited Kingdomet,Thailand,2010
Melbourne,PhUnited Kingdomet,Thailand,2011
Melbourne,PhUnited Kingdomet,Thailand,2012
Melbourne,PhUnited Kingdomet,Thailand,2013
Melbourne,PhUnited Kingdomet,Thailand,2014
Melbourne,PhUnited Kingdomet,Thailand,2015
Melbourne,PhUnited Kingdomet,Thailand,2016
Melbourne,PhUnited Kingdomet,Thailand,2017
Melbourne,PhUnited Kingdomet,Thailand,2018
Melbourne,PhUnited Kingdomet,Thailand,2019
Melbourne,PhUnited Kingdomet,Thailand,2020
Melbourne,PhUnited Kingdomet,Thailand,2022
Melbourne,Port Vila,Vanuatu,2004
Melbourne,Port Vila,Vanuatu,2005
Melbourne,Port Vila,Vanuatu,2008
Melbourne,Port Vila,Vanuatu,2009
Melbourne,Port Vila,Vanuatu,2010
Melbourne,Port Vila,Vanuatu,2011
Melbourne,Port Vila,Vanuatu,2012
Melbourne,Port Vila,Vanuatu,2013
Melbourne,Port Vila,Vanuatu,2014
Melbourne,Port Vila,Vanuatu,2015
Melbourne,Port Vila,Vanuatu,2019
Melbourne,Port Vila,Vanuatu,2020
Melbourne,Port Vila,Vanuatu,2022
Melbourne,Qingdao,China,2016
Melbourne,Qingdao,China,2017
Melbourne,Qingdao,China,2018
Melbourne,Qingdao,China,2019
Melbourne,Qingdao,China,2020
Melbourne,Queenstown,New Zealand,2004
Melbourne,Queenstown,New Zealand,2005
Melbourne,Queenstown,New Zealand,2006
Melbourne,Queenstown,New Zealand,2007
Melbourne,Queenstown,New Zealand,2008
Melbourne,Queenstown,New Zealand,2009
Melbourne,Queenstown,New Zealand,2010
Melbourne,Queenstown,New Zealand,2011
Melbourne,Queenstown,New Zealand,2012
Melbourne,Queenstown,New Zealand,2013
Melbourne,Queenstown,New Zealand,2014
Melbourne,Queenstown,New Zealand,2015
Melbourne,Queenstown,New Zealand,2016
Melbourne,Queenstown,New Zealand,2017
Melbourne,Queenstown,New Zealand,2018
Melbourne,Queenstown,New Zealand,2019
Melbourne,Queenstown,New Zealand,2020
Melbourne,Queenstown,New Zealand,2021
Melbourne,Queenstown,New Zealand,2022
Melbourne,Rarotonga,Cook Islands,2005
Melbourne,Rarotonga,Cook Islands,2006
Melbourne,Rarotonga,Cook Islands,2007
Melbourne,Rarotonga,Cook Islands,2008
Melbourne,Rarotonga,Cook Islands,2009
Melbourne,San Francisco,United States of America,2006
Melbourne,San Francisco,United States of America,2007
Melbourne,San Francisco,United States of America,2008
Melbourne,San Francisco,United States of America,2010
Melbourne,San Francisco,United States of America,2018
Melbourne,San Francisco,United States of America,2019
Melbourne,San Francisco,United States of America,2020
Melbourne,San Francisco,United States of America,2022
Melbourne,Santiago,Chile,2017
Melbourne,Santiago,Chile,2018
Melbourne,Santiago,Chile,2019
Melbourne,Santiago,Chile,2020
Melbourne,Sapporo,Japan,2006
Melbourne,Sapporo,Japan,2007
Melbourne,Seoul,South Korea,2007
Melbourne,Seoul,South Korea,2008
Melbourne,Seoul,South Korea,2009
Melbourne,Seoul,South Korea,2010
Melbourne,Seoul,South Korea,2011
Melbourne,Seoul,South Korea,2012
Melbourne,Seoul,South Korea,2013
Melbourne,Seoul,South Korea,2019
Melbourne,Seoul,South Korea,2020
Melbourne,Shanghai,China,2003
Melbourne,Shanghai,China,2004
Melbourne,Shanghai,China,2005
Melbourne,Shanghai,China,2006
Melbourne,Shanghai,China,2007
Melbourne,Shanghai,China,2008
Melbourne,Shanghai,China,2009
Melbourne,Shanghai,China,2010
Melbourne,Shanghai,China,2011
Melbourne,Shanghai,China,2012
Melbourne,Shanghai,China,2013
Melbourne,Shanghai,China,2014
Melbourne,Shanghai,China,2015
Melbourne,Shanghai,China,2016
Melbourne,Shanghai,China,2017
Melbourne,Shanghai,China,2018
Melbourne,Shanghai,China,2019
Melbourne,Shanghai,China,2020
Melbourne,Shenyang,China,2016
Melbourne,Shenyang,China,2017
Melbourne,Shenzhen,China,2017
Melbourne,Shenzhen,China,2018
Melbourne,Shenzhen,China,2019
Melbourne,Shenzhen,China,2020
Melbourne,Singapore,Singapore,2003
Melbourne,Singapore,Singapore,2004
Melbourne,Singapore,Singapore,2005
Melbourne,Singapore,Singapore,2006
Melbourne,Singapore,Singapore,2007
Melbourne,Singapore,Singapore,2008
Melbourne,Singapore,Singapore,2009
Melbourne,Singapore,Singapore,2010
Melbourne,Singapore,Singapore,2011
Melbourne,Singapore,Singapore,2012
Melbourne,Singapore,Singapore,2013
Melbourne,Singapore,Singapore,2014
Melbourne,Singapore,Singapore,2015
Melbourne,Singapore,Singapore,2016
Melbourne,Singapore,Singapore,2017
Melbourne,Singapore,Singapore,2018
Melbourne,Singapore,Singapore,2019
Melbourne,Singapore,Singapore,2020
Melbourne,Singapore,Singapore,2021
Melbourne,Singapore,Singapore,2022
Melbourne,Taipei,Taiwan,2015
Melbourne,Taipei,Taiwan,2016
Melbourne,Taipei,Taiwan,2017
Melbourne,Taipei,Taiwan,2018
Melbourne,Taipei,Taiwan,2019
Melbourne,Taipei,Taiwan,2020
Melbourne,Taipei,Taiwan,2021
Melbourne,Taipei,Taiwan,2022
Melbourne,Tokyo,Japan,2003
Melbourne,Tokyo,Japan,2004
Melbourne,Tokyo,Japan,2005
Melbourne,Tokyo,Japan,2006
Melbourne,Tokyo,Japan,2007
Melbourne,Tokyo,Japan,2008
Melbourne,Tokyo,Japan,2009
Melbourne,Tokyo,Japan,2014
Melbourne,Tokyo,Japan,2015
Melbourne,Tokyo,Japan,2016
Melbourne,Tokyo,Japan,2017
Melbourne,Tokyo,Japan,2018
Melbourne,Tokyo,Japan,2019
Melbourne,Tokyo,Japan,2020
Melbourne,Tokyo,Japan,2021
Melbourne,Tokyo,Japan,2022
Melbourne,Van Don,Vietnam,2020
Melbourne,Vancouver,Canada,2006
Melbourne,Vancouver,Canada,2007
Melbourne,Vancouver,Canada,2008
Melbourne,Vancouver,Canada,2017
Melbourne,Vancouver,Canada,2018
Melbourne,Vancouver,Canada,2019
Melbourne,Vancouver,Canada,2020
Melbourne,Vienna,Austria,2003
Melbourne,Vienna,Austria,2004
Melbourne,Vienna,Austria,2005
Melbourne,Vienna,Austria,2006
Melbourne,Vienna,Austria,2007
Melbourne,Wellington,New Zealand,2003
Melbourne,Wellington,New Zealand,2004
Melbourne,Wellington,New Zealand,2005
Melbourne,Wellington,New Zealand,2006
Melbourne,Wellington,New Zealand,2007
Melbourne,Wellington,New Zealand,2008
Melbourne,Wellington,New Zealand,2009
Melbourne,Wellington,New Zealand,2010
Melbourne,Wellington,New Zealand,2011
Melbourne,Wellington,New Zealand,2012
Melbourne,Wellington,New Zealand,2013
Melbourne,Wellington,New Zealand,2014
Melbourne,Wellington,New Zealand,2015
Melbourne,Wellington,New Zealand,2016
Melbourne,Wellington,New Zealand,2017
Melbourne,Wellington,New Zealand,2018
Melbourne,Wellington,New Zealand,2019
Melbourne,Wellington,New Zealand,2020
Melbourne,Wellington,New Zealand,2021
Melbourne,Wellington,New Zealand,2022
Melbourne,Xi'an,China,2016
Melbourne,Xi'an,China,2017
Melbourne,Xi'an,China,2018
Melbourne,Xi'an,China,2019
Melbourne,Xiamen,China,2016
Melbourne,Xiamen,China,2017
Melbourne,Xiamen,China,2018
Melbourne,Xiamen,China,2019
Melbourne,Xiamen,China,2020
Melbourne,Xiamen,China,2022
Melbourne,Zhengzhou,China,2017
Melbourne,Zhengzhou,China,2018
Newcastle,Auckland,New Zealand,2018
Newcastle,Auckland,New Zealand,2019
Newcastle,Auckland,New Zealand,2020
Norfolk Island,Auckland,New Zealand,2003
Norfolk Island,Auckland,New Zealand,2004
Norfolk Island,Auckland,New Zealand,2005
Norfolk Island,Auckland,New Zealand,2006
Norfolk Island,Auckland,New Zealand,2007
Norfolk Island,Auckland,New Zealand,2008
Norfolk Island,Auckland,New Zealand,2009
Norfolk Island,Auckland,New Zealand,2010
Norfolk Island,Auckland,New Zealand,2011
Norfolk Island,Auckland,New Zealand,2012
Norfolk Island,Auckland,New Zealand,2013
Norfolk Island,Auckland,New Zealand,2014
Norfolk Island,Auckland,New Zealand,2015
Norfolk Island,Auckland,New Zealand,2016
Norfolk Island,Auckland,New Zealand,2017
Norfolk Island,Auckland,New Zealand,2019
Norfolk Island,Auckland,New Zealand,2020
Norfolk Island,Auckland,New Zealand,2021
Norfolk Island,Auckland,New Zealand,2022
Perth,Abu Dhabi,United Arab Emirates,2014
Perth,Abu Dhabi,United Arab Emirates,2015
Perth,Abu Dhabi,United Arab Emirates,2016
Perth,Abu Dhabi,United Arab Emirates,2017
Perth,Abu Dhabi,United Arab Emirates,2018
Perth,Auckland,New Zealand,2003
Perth,Auckland,New Zealand,2004
Perth,Auckland,New Zealand,2005
Perth,Auckland,New Zealand,2006
Perth,Auckland,New Zealand,2007
Perth,Auckland,New Zealand,2008
Perth,Auckland,New Zealand,2009
Perth,Auckland,New Zealand,2010
Perth,Auckland,New Zealand,2011
Perth,Auckland,New Zealand,2012
Perth,Auckland,New Zealand,2013
Perth,Auckland,New Zealand,2014
Perth,Auckland,New Zealand,2015
Perth,Auckland,New Zealand,2016
Perth,Auckland,New Zealand,2017
Perth,Auckland,New Zealand,2018
Perth,Auckland,New Zealand,2019
Perth,Auckland,New Zealand,2020
Perth,Auckland,New Zealand,2021
Perth,Auckland,New Zealand,2022
Perth,Bandar Seri Begawan,Brunei,2003
Perth,Bandar Seri Begawan,Brunei,2004
Perth,Bandar Seri Begawan,Brunei,2005
Perth,Bandar Seri Begawan,Brunei,2006
Perth,Bandar Seri Begawan,Brunei,2007
Perth,Bandar Seri Begawan,Brunei,2008
Perth,Bandar Seri Begawan,Brunei,2009
Perth,Bandar Seri Begawan,Brunei,2010
Perth,Bandar Seri Begawan,Brunei,2011
Perth,Bangkok,Thailand,2003
Perth,Bangkok,Thailand,2004
Perth,Bangkok,Thailand,2005
Perth,Bangkok,Thailand,2006
Perth,Bangkok,Thailand,2007
Perth,Bangkok,Thailand,2008
Perth,Bangkok,Thailand,2009
Perth,Bangkok,Thailand,2010
Perth,Bangkok,Thailand,2011
Perth,Bangkok,Thailand,2012
Perth,Bangkok,Thailand,2013
Perth,Bangkok,Thailand,2014
Perth,Bangkok,Thailand,2015
