Australian_City,International_City,Port_Country,Year
Brisbane,Queenstown,New Zealand,2015
Brisbane,Queenstown,New Zealand,2016
Brisbane,Queenstown,New Zealand,2017
Brisbane,Queenstown,New Zealand,2018
Brisbane,Queenstown,New Zealand,2019
Brisbane,Queenstown,New Zealand,2020
Brisbane,Queenstown,New Zealand,2021
Brisbane,Queenstown,New Zealand,2022
Brisbane,Rome,Italy,2003
Brisbane,San Francisco,United States of America,2006
Brisbane,San Francisco,United States of America,2007
Brisbane,San Francisco,United States of America,2008
Brisbane,San Francisco,United States of America,2009
Brisbane,San Francisco,United States of America,2010
Brisbane,San Francisco,United States of America,2011
Brisbane,San Francisco,United States of America,2016
Brisbane,San Francisco,United States of America,2018
Brisbane,San Francisco,United States of America,2019
Brisbane,San Francisco,United States of America,2020
Brisbane,Santiago,Chile,2021
Brisbane,Seoul,South Korea,2003
Brisbane,Seoul,South Korea,2004
Brisbane,Seoul,South Korea,2005
Brisbane,Seoul,South Korea,2006
Brisbane,Seoul,South Korea,2007
Brisbane,Seoul,South Korea,2008
Brisbane,Seoul,South Korea,2009
Brisbane,Seoul,South Korea,2010
Brisbane,Seoul,South Korea,2011
Brisbane,Seoul,South Korea,2012
Brisbane,Seoul,South Korea,2013
Brisbane,Seoul,South Korea,2014
Brisbane,Seoul,South Korea,2015
Brisbane,Seoul,South Korea,2016
Brisbane,Seoul,South Korea,2017
Brisbane,Seoul,South Korea,2018
Brisbane,Seoul,South Korea,2019
Brisbane,Seoul,South Korea,2020
Brisbane,Shanghai,China,2004
Brisbane,Shanghai,China,2006
Brisbane,Shanghai,China,2007
Brisbane,Shanghai,China,2008
Brisbane,Shanghai,China,2009
Brisbane,Shanghai,China,2010
Brisbane,Shanghai,China,2011
Brisbane,Shanghai,China,2013
Brisbane,Shanghai,China,2016
Brisbane,Shanghai,China,2017
Brisbane,Shanghai,China,2018
Brisbane,Shanghai,China,2019
Brisbane,Shanghai,China,2020
Brisbane,Shenzhen,China,2017
Brisbane,Shenzhen,China,2018
Brisbane,Shenzhen,China,2019
Brisbane,Shenzhen,China,2020
Brisbane,Singapore,Singapore,2003
Brisbane,Singapore,Singapore,2004
Brisbane,Singapore,Singapore,2005
Brisbane,Singapore,Singapore,2006
Brisbane,Singapore,Singapore,2007
Brisbane,Singapore,Singapore,2008
Brisbane,Singapore,Singapore,2009
Brisbane,Singapore,Singapore,2010
Brisbane,Singapore,Singapore,2011
Brisbane,Singapore,Singapore,2012
Brisbane,Singapore,Singapore,2013
Brisbane,Singapore,Singapore,2014
Brisbane,Singapore,Singapore,2015
Brisbane,Singapore,Singapore,2016
Brisbane,Singapore,Singapore,2017
Brisbane,Singapore,Singapore,2018
Brisbane,Singapore,Singapore,2019
Brisbane,Singapore,Singapore,2020
Brisbane,Singapore,Singapore,2021
Brisbane,Singapore,Singapore,2022
Brisbane,Taipei,Taiwan,2003
Brisbane,Taipei,Taiwan,2004
Brisbane,Taipei,Taiwan,2005
Brisbane,Taipei,Taiwan,2006
Brisbane,Taipei,Taiwan,2007
Brisbane,Taipei,Taiwan,2008
Brisbane,Taipei,Taiwan,2009
Brisbane,Taipei,Taiwan,2010
Brisbane,Taipei,Taiwan,2011
Brisbane,Taipei,Taiwan,2012
Brisbane,Taipei,Taiwan,2013
Brisbane,Taipei,Taiwan,2014
Brisbane,Taipei,Taiwan,2015
Brisbane,Taipei,Taiwan,2016
Brisbane,Taipei,Taiwan,2017
Brisbane,Taipei,Taiwan,2018
Brisbane,Taipei,Taiwan,2019
Brisbane,Taipei,Taiwan,2020
Brisbane,Taipei,Taiwan,2021
Brisbane,Taipei,Taiwan,2022
Brisbane,Tarawa,Kiribati,2008
Brisbane,Tarawa,Kiribati,2009
Brisbane,Tarawa,Kiribati,2010
Brisbane,Tarawa,Kiribati,2011
Brisbane,Tokyo,Japan,2003
Brisbane,Tokyo,Japan,2004
Brisbane,Tokyo,Japan,2005
Brisbane,Tokyo,Japan,2006
Brisbane,Tokyo,Japan,2007
Brisbane,Tokyo,Japan,2008
Brisbane,Tokyo,Japan,2009
Brisbane,Tokyo,Japan,2010
Brisbane,Tokyo,Japan,2011
Brisbane,Tokyo,Japan,2012
Brisbane,Tokyo,Japan,2013
Brisbane,Tokyo,Japan,2015
Brisbane,Tokyo,Japan,2016
Brisbane,Tokyo,Japan,2017
Brisbane,Tokyo,Japan,2018
Brisbane,Tokyo,Japan,2019
Brisbane,Tokyo,Japan,2020
Brisbane,Tongatapu,Tonga,2015
Brisbane,Tongatapu,Tonga,2022
Brisbane,Vancouver,Canada,2006
Brisbane,Vancouver,Canada,2016
Brisbane,Vancouver,Canada,2017
Brisbane,Vancouver,Canada,2018
Brisbane,Vancouver,Canada,2019
Brisbane,Vancouver,Canada,2020
Brisbane,Vancouver,Canada,2022
Brisbane,Wellington,New Zealand,2003
Brisbane,Wellington,New Zealand,2004
Brisbane,Wellington,New Zealand,2005
Brisbane,Wellington,New Zealand,2006
Brisbane,Wellington,New Zealand,2007
Brisbane,Wellington,New Zealand,2008
Brisbane,Wellington,New Zealand,2009
Brisbane,Wellington,New Zealand,2010
Brisbane,Wellington,New Zealand,2011
Brisbane,Wellington,New Zealand,2012
Brisbane,Wellington,New Zealand,2013
Brisbane,Wellington,New Zealand,2014
Brisbane,Wellington,New Zealand,2015
Brisbane,Wellington,New Zealand,2016
Brisbane,Wellington,New Zealand,2017
Brisbane,Wellington,New Zealand,2018
Brisbane,Wellington,New Zealand,2019
Brisbane,Wellington,New Zealand,2020
Brisbane,Wellington,New Zealand,2021
Brisbane,Wellington,New Zealand,2022
Cairns,Auckland,New Zealand,2003
Cairns,Auckland,New Zealand,2004
Cairns,Auckland,New Zealand,2005
Cairns,Auckland,New Zealand,2006
Cairns,Auckland,New Zealand,2007
Cairns,Auckland,New Zealand,2008
Cairns,Auckland,New Zealand,2009
Cairns,Auckland,New Zealand,2010
Cairns,Auckland,New Zealand,2011
Cairns,Auckland,New Zealand,2012
Cairns,Auckland,New Zealand,2013
Cairns,Auckland,New Zealand,2014
Cairns,Auckland,New Zealand,2015
Cairns,Auckland,New Zealand,2016
Cairns,Auckland,New Zealand,2017
Cairns,Auckland,New Zealand,2018
Cairns,Auckland,New Zealand,2019
Cairns,Auckland,New Zealand,2021
Cairns,Auckland,New Zealand,2022
Cairns,Beijing,China,2007
Cairns,Beijing,China,2008
Cairns,Denpasar,Indonesia,2004
Cairns,Denpasar,Indonesia,2012
Cairns,Denpasar,Indonesia,2013
Cairns,Denpasar,Indonesia,2014
Cairns,Denpasar,Indonesia,2015
Cairns,Denpasar,Indonesia,2016
Cairns,Denpasar,Indonesia,2017
Cairns,Denpasar,Indonesia,2018
Cairns,Denpasar,Indonesia,2019
Cairns,Denpasar,Indonesia,2020
Cairns,Denpasar,Indonesia,2022
Cairns,FUnited Kingdomuoka,Japan,2003
Cairns,FUnited Kingdomuoka,Japan,2004
Cairns,FUnited Kingdomuoka,Japan,2005
Cairns,FUnited Kingdomuoka,Japan,2006
Cairns,Guam,Guam,2003
Cairns,Guam,Guam,2004
Cairns,Guam,Guam,2005
Cairns,Guam,Guam,2006
Cairns,Guam,Guam,2007
Cairns,Guam,Guam,2008
Cairns,Guam,Guam,2009
Cairns,Guam,Guam,2010
Cairns,Guam,Guam,2011
Cairns,Guam,Guam,2012
Cairns,Guam,Guam,2013
Cairns,Guam,Guam,2014
Cairns,Guam,Guam,2015
Cairns,Guangzhou,China,2013
Cairns,Guangzhou,China,2017
Cairns,Guangzhou,China,2018
Cairns,Guangzhou,China,2019
Cairns,Hong Kong,Hong Kong (SAR),2003
Cairns,Hong Kong,Hong Kong (SAR),2004
Cairns,Hong Kong,Hong Kong (SAR),2005
Cairns,Hong Kong,Hong Kong (SAR),2006
Cairns,Hong Kong,Hong Kong (SAR),2007
Cairns,Hong Kong,Hong Kong (SAR),2008
Cairns,Hong Kong,Hong Kong (SAR),2009
Cairns,Hong Kong,Hong Kong (SAR),2010
Cairns,Hong Kong,Hong Kong (SAR),2011
Cairns,Hong Kong,Hong Kong (SAR),2012
Cairns,Hong Kong,Hong Kong (SAR),2013
Cairns,Hong Kong,Hong Kong (SAR),2014
Cairns,Hong Kong,Hong Kong (SAR),2015
Cairns,Hong Kong,Hong Kong (SAR),2016
Cairns,Hong Kong,Hong Kong (SAR),2017
Cairns,Hong Kong,Hong Kong (SAR),2018
Cairns,Hong Kong,Hong Kong (SAR),2019
Cairns,Hong Kong,Hong Kong (SAR),2020
Cairns,Kota Kinabalu,Malaysia,2003
Cairns,Kota Kinabalu,Malaysia,2004
Cairns,Los Angeles,United States of America,2007
Cairns,Los Angeles,United States of America,2008
Cairns,Manila,Philippines,2004
Cairns,Manila,Philippines,2007
Cairns,Manila,Philippines,2008
Cairns,Manila,Philippines,2009
Cairns,Manila,Philippines,2010
Cairns,Manila,Philippines,2011
Cairns,Manila,Philippines,2015
Cairns,Manila,Philippines,2016
Cairns,Manila,Philippines,2017
Cairns,Nagoya,Japan,2003
Cairns,Nagoya,Japan,2004
Cairns,Nagoya,Japan,2005
Cairns,Nagoya,Japan,2006
Cairns,Nagoya,Japan,2007
Cairns,Nagoya,Japan,2008
Cairns,Osaka,Japan,2003
Cairns,Osaka,Japan,2004
Cairns,Osaka,Japan,2005
Cairns,Osaka,Japan,2006
Cairns,Osaka,Japan,2007
Cairns,Osaka,Japan,2008
Cairns,Osaka,Japan,2009
Cairns,Osaka,Japan,2010
Cairns,Osaka,Japan,2011
Cairns,Osaka,Japan,2012
Cairns,Osaka,Japan,2013
Cairns,Osaka,Japan,2014
Cairns,Osaka,Japan,2015
Cairns,Osaka,Japan,2016
Cairns,Osaka,Japan,2017
Cairns,Osaka,Japan,2018
Cairns,Osaka,Japan,2019
Cairns,Osaka,Japan,2020
Cairns,Osaka,Japan,2022
Cairns,Port Moresby,Papua New Guinea,2003
Cairns,Port Moresby,Papua New Guinea,2004
Cairns,Port Moresby,Papua New Guinea,2005
Cairns,Port Moresby,Papua New Guinea,2006
Cairns,Port Moresby,Papua New Guinea,2007
Cairns,Port Moresby,Papua New Guinea,2008
Cairns,Port Moresby,Papua New Guinea,2009
Cairns,Port Moresby,Papua New Guinea,2010
Cairns,Port Moresby,Papua New Guinea,2011
Cairns,Port Moresby,Papua New Guinea,2012
Cairns,Port Moresby,Papua New Guinea,2013
Cairns,Port Moresby,Papua New Guinea,2014
Cairns,Port Moresby,Papua New Guinea,2015
Cairns,Port Moresby,Papua New Guinea,2016
Cairns,Port Moresby,Papua New Guinea,2017
Cairns,Port Moresby,Papua New Guinea,2018
Cairns,Port Moresby,Papua New Guinea,2019
Cairns,Port Moresby,Papua New Guinea,2020
Cairns,Port Moresby,Papua New Guinea,2021
Cairns,Port Moresby,Papua New Guinea,2022
Cairns,Rabaul,Papua New Guinea,2013
Cairns,Rabaul,Papua New Guinea,2014
Cairns,Rabaul,Papua New Guinea,2015
Cairns,Sapporo,Japan,2004
Cairns,Sapporo,Japan,2005
Cairns,Sapporo,Japan,2006
Cairns,Sapporo,Japan,2007
Cairns,Seoul,South Korea,2007
Cairns,Seoul,South Korea,2016
Cairns,Seoul,South Korea,2017
Cairns,Seoul,South Korea,2018
Cairns,Shanghai,China,2012
Cairns,Shanghai,China,2013
Cairns,Shanghai,China,2014
Cairns,Shanghai,China,2015
Cairns,Shanghai,China,2016
Cairns,Shanghai,China,2018
Cairns,Shanghai,China,2019
Cairns,Shenzhen,China,2017
Cairns,Shenzhen,China,2018
Cairns,Shenzhen,China,2019
Cairns,Shenzhen,China,2020
Cairns,Singapore,Singapore,2003
Cairns,Singapore,Singapore,2004
Cairns,Singapore,Singapore,2005
Cairns,Singapore,Singapore,2006
Cairns,Singapore,Singapore,2007
Cairns,Singapore,Singapore,2008
Cairns,Singapore,Singapore,2009
Cairns,Singapore,Singapore,2010
Cairns,Singapore,Singapore,2011
Cairns,Singapore,Singapore,2012
Cairns,Singapore,Singapore,2014
Cairns,Singapore,Singapore,2015
Cairns,Singapore,Singapore,2016
Cairns,Singapore,Singapore,2017
Cairns,Singapore,Singapore,2018
Cairns,Singapore,Singapore,2019
Cairns,Singapore,Singapore,2020
Cairns,Singapore,Singapore,2022
Cairns,Tokyo,Japan,2003
Cairns,Tokyo,Japan,2004
Cairns,Tokyo,Japan,2005
Cairns,Tokyo,Japan,2006
Cairns,Tokyo,Japan,2007
Cairns,Tokyo,Japan,2008
Cairns,Tokyo,Japan,2009
Cairns,Tokyo,Japan,2010
Cairns,Tokyo,Japan,2011
Cairns,Tokyo,Japan,2012
Cairns,Tokyo,Japan,2013
Cairns,Tokyo,Japan,2014
Cairns,Tokyo,Japan,2015
Cairns,Tokyo,Japan,2016
Cairns,Tokyo,Japan,2017
Cairns,Tokyo,Japan,2018
Cairns,Tokyo,Japan,2019
Cairns,Tokyo,Japan,2020
Cairns,Tokyo,Japan,2022
Canberra,Doha,Qatar,2018
Canberra,Doha,Qatar,2019
Canberra,Doha,Qatar,2020
Canberra,Nadi,Fiji,2004
Canberra,Singapore,Singapore,2016
Canberra,Singapore,Singapore,2017
Canberra,Singapore,Singapore,2018
Canberra,Singapore,Singapore,2019
Canberra,Singapore,Singapore,2020
Canberra,Singapore,Singapore,2021
Canberra,Wellington,New Zealand,2016
Canberra,Wellington,New Zealand,2017
Canberra,Wellington,New Zealand,2018
Christmas Island,Jakarta,Indonesia,2003
Christmas Island,Singapore,Singapore,2007
Christmas Island,Singapore,Singapore,2008
Darwin,Bandar Seri Begawan,Brunei,2003
Darwin,Bandar Seri Begawan,Brunei,2004
Darwin,Bandar Seri Begawan,Brunei,2005
Darwin,Bandar Seri Begawan,Brunei,2006
Darwin,Bandar Seri Begawan,Brunei,2007
Darwin,Bandar Seri Begawan,Brunei,2008
Darwin,Bangkok,Thailand,2003
Darwin,Beijing,China,2007
Darwin,Beijing,China,2008
Darwin,Bombay,India,2006
Darwin,Bombay,India,2007
Darwin,Bombay,India,2008
Darwin,Denpasar,Indonesia,2003
Darwin,Denpasar,Indonesia,2004
Darwin,Denpasar,Indonesia,2005
Darwin,Denpasar,Indonesia,2006
Darwin,Denpasar,Indonesia,2007
Darwin,Denpasar,Indonesia,2008
Darwin,Denpasar,Indonesia,2009
Darwin,Denpasar,Indonesia,2010
Darwin,Denpasar,Indonesia,2011
Darwin,Denpasar,Indonesia,2012
Darwin,Denpasar,Indonesia,2013
Darwin,Denpasar,Indonesia,2014
Darwin,Denpasar,Indonesia,2015
Darwin,Denpasar,Indonesia,2016
Darwin,Denpasar,Indonesia,2017
Darwin,Denpasar,Indonesia,2018
Darwin,Denpasar,Indonesia,2019
Darwin,Denpasar,Indonesia,2020
Darwin,Denpasar,Indonesia,2022
Darwin,Dili,Timor-Leste,2022
Darwin,Frankfurt,Germany,2007
Darwin,Frankfurt,Germany,2012
Darwin,Ho Chi Minh City,Vietnam,2008
Darwin,Ho Chi Minh City,Vietnam,2009
Darwin,Ho Chi Minh City,Vietnam,2010
Darwin,Ho Chi Minh City,Vietnam,2011
Darwin,Ho Chi Minh City,Vietnam,2012
Darwin,Hong Kong,Hong Kong (SAR),2003
Darwin,Hong Kong,Hong Kong (SAR),2004
Darwin,Hong Kong,Hong Kong (SAR),2005
Darwin,Hong Kong,Hong Kong (SAR),2006
Darwin,Hong Kong,Hong Kong (SAR),2007
Darwin,Hong Kong,Hong Kong (SAR),2008
Darwin,Hong Kong,Hong Kong (SAR),2009
Darwin,Hong Kong,Hong Kong (SAR),2011
Darwin,Jakarta,Indonesia,2004
Darwin,Jakarta,Indonesia,2005
Darwin,Jakarta,Indonesia,2007
Darwin,Jakarta,Indonesia,2010
Darwin,Jakarta,Indonesia,2019
Darwin,Kuala Lumpur,Malaysia,2013
Darwin,Kuala Lumpur,Malaysia,2014
Darwin,Kuala Lumpur,Malaysia,2015
Darwin,Kuala Lumpur,Malaysia,2016
Darwin,Kuala Lumpur,Malaysia,2017
Darwin,Kupang,Indonesia,2004
Darwin,Kupang,Indonesia,2005
Darwin,Kupang,Indonesia,2006
Darwin,Kupang,Indonesia,2007
Darwin,Kupang,Indonesia,2008
Darwin,London,United Kingdom,2003
Darwin,London,United Kingdom,2005
Darwin,London,United Kingdom,2006
Darwin,London,United Kingdom,2007
Darwin,London,United Kingdom,2008
Darwin,London,United Kingdom,2012
Darwin,London,United Kingdom,2020
Darwin,London,United Kingdom,2021
Darwin,London,United Kingdom,2022
Darwin,Manila,Philippines,2005
Darwin,Manila,Philippines,2006
Darwin,Manila,Philippines,2008
Darwin,Manila,Philippines,2010
Darwin,Manila,Philippines,2011
Darwin,Manila,Philippines,2012
Darwin,Manila,Philippines,2013
Darwin,Manila,Philippines,2014
Darwin,Manila,Philippines,2015
Darwin,Manila,Philippines,2016
Darwin,Manila,Philippines,2017
Darwin,Manila,Philippines,2018
Darwin,Osaka,Japan,2012
Darwin,Osaka,Japan,2013
Darwin,Shanghai,China,2006
Darwin,Shanghai,China,2008
Darwin,Shanghai,China,2009
Darwin,Shenzhen,China,2018
Darwin,Shenzhen,China,2019
Darwin,Shenzhen,China,2020
Darwin,Singapore,Singapore,2003
Darwin,Singapore,Singapore,2004
Darwin,Singapore,Singapore,2005
Darwin,Singapore,Singapore,2006
Darwin,Singapore,Singapore,2007
Darwin,Singapore,Singapore,2008
Darwin,Singapore,Singapore,2009
Darwin,Singapore,Singapore,2010
Darwin,Singapore,Singapore,2011
Darwin,Singapore,Singapore,2012
Darwin,Singapore,Singapore,2013
Darwin,Singapore,Singapore,2014
Darwin,Singapore,Singapore,2015
Darwin,Singapore,Singapore,2016
Darwin,Singapore,Singapore,2017
Darwin,Singapore,Singapore,2018
Darwin,Singapore,Singapore,2019
Darwin,Singapore,Singapore,2020
Darwin,Singapore,Singapore,2021
Darwin,Singapore,Singapore,2022
Darwin,Surabaya,Indonesia,2009
Darwin,Tokyo,Japan,2005
Darwin,Tokyo,Japan,2006
Darwin,Tokyo,Japan,2008
Darwin,Tokyo,Japan,2009
Darwin,Tokyo,Japan,2012
Darwin,Tokyo,Japan,2013
Darwin,Tokyo,Japan,2014
Gold Coast,Auckland,New Zealand,2003
Gold Coast,Auckland,New Zealand,2004
Gold Coast,Auckland,New Zealand,2005
Gold Coast,Auckland,New Zealand,2006
Gold Coast,Auckland,New Zealand,2007
Gold Coast,Auckland,New Zealand,2008
Gold Coast,Auckland,New Zealand,2009
Gold Coast,Auckland,New Zealand,2010
Gold Coast,Auckland,New Zealand,2011
Gold Coast,Auckland,New Zealand,2012
Gold Coast,Auckland,New Zealand,2013
Gold Coast,Auckland,New Zealand,2014
Gold Coast,Auckland,New Zealand,2015
Gold Coast,Auckland,New Zealand,2016
Gold Coast,Auckland,New Zealand,2017
Gold Coast,Auckland,New Zealand,2018
Gold Coast,Auckland,New Zealand,2019
Gold Coast,Auckland,New Zealand,2020
Gold Coast,Auckland,New Zealand,2021
Gold Coast,Auckland,New Zealand,2022
Gold Coast,Christchurch,New Zealand,2003
Gold Coast,Christchurch,New Zealand,2004
Gold Coast,Christchurch,New Zealand,2005
Gold Coast,Christchurch,New Zealand,2006
Gold Coast,Christchurch,New Zealand,2007
Gold Coast,Christchurch,New Zealand,2008
Gold Coast,Christchurch,New Zealand,2009
Gold Coast,Christchurch,New Zealand,2010
Gold Coast,Christchurch,New Zealand,2011
Gold Coast,Christchurch,New Zealand,2012
Gold Coast,Christchurch,New Zealand,2013
Gold Coast,Christchurch,New Zealand,2014
Gold Coast,Christchurch,New Zealand,2015
Gold Coast,Christchurch,New Zealand,2016
Gold Coast,Christchurch,New Zealand,2017
Gold Coast,Christchurch,New Zealand,2018
Gold Coast,Christchurch,New Zealand,2019
Gold Coast,Christchurch,New Zealand,2020
Gold Coast,Christchurch,New Zealand,2021
Gold Coast,Christchurch,New Zealand,2022
Gold Coast,Dunedin,New Zealand,2003
Gold Coast,Dunedin,New Zealand,2004
Gold Coast,Dunedin,New Zealand,2005
Gold Coast,Dunedin,New Zealand,2006
Gold Coast,FUnited Kingdomuoka,Japan,2003
Gold Coast,FUnited Kingdomuoka,Japan,2004
Gold Coast,FUnited Kingdomuoka,Japan,2005
Gold Coast,FUnited Kingdomuoka,Japan,2006
Gold Coast,Guam,Guam,2011
Gold Coast,Guam,Guam,2016
Gold Coast,Hamilton,New Zealand,2003
Gold Coast,Hamilton,New Zealand,2004
Gold Coast,Hamilton,New Zealand,2005
Gold Coast,Hamilton,New Zealand,2006
Gold Coast,Hamilton,New Zealand,2007
Gold Coast,Hamilton,New Zealand,2008
Gold Coast,Hamilton,New Zealand,2009
Gold Coast,Hong Kong,Hong Kong (SAR),2016
Gold Coast,Hong Kong,Hong Kong (SAR),2017
Gold Coast,Hong Kong,Hong Kong (SAR),2018
Gold Coast,Kuala Lumpur,Malaysia,2007
Gold Coast,Kuala Lumpur,Malaysia,2008
Gold Coast,Kuala Lumpur,Malaysia,2009
Gold Coast,Kuala Lumpur,Malaysia,2010
Gold Coast,Kuala Lumpur,Malaysia,2011
Gold Coast,Kuala Lumpur,Malaysia,2012
Gold Coast,Kuala Lumpur,Malaysia,2013
Gold Coast,Kuala Lumpur,Malaysia,2014
Gold Coast,Kuala Lumpur,Malaysia,2015
Gold Coast,Kuala Lumpur,Malaysia,2016
Gold Coast,Kuala Lumpur,Malaysia,2017
Gold Coast,Kuala Lumpur,Malaysia,2018
Gold Coast,Kuala Lumpur,Malaysia,2019
Gold Coast,Kuala Lumpur,Malaysia,2020
Gold Coast,Nadi,Fiji,2008
Gold Coast,Nadi,Fiji,2009
Gold Coast,Nadi,Fiji,2015
Gold Coast,Nadi,Fiji,2016
Gold Coast,Nadi,Fiji,2017
Gold Coast,Nagoya,Japan,2008
Gold Coast,Osaka,Japan,2003
Gold Coast,Osaka,Japan,2004
Gold Coast,Osaka,Japan,2005
Gold Coast,Osaka,Japan,2006
Gold Coast,Osaka,Japan,2008
Gold Coast,Osaka,Japan,2009
Gold Coast,Osaka,Japan,2010
Gold Coast,Osaka,Japan,2011
Gold Coast,Osaka,Japan,2012
Gold Coast,Osaka,Japan,2013
Gold Coast,Osaka,Japan,2014
Gold Coast,Osaka,Japan,2016
Gold Coast,Osaka,Japan,2018
Gold Coast,Osaka,Japan,2019
Gold Coast,Osaka,Japan,2022
Gold Coast,Queenstown,New Zealand,2010
Gold Coast,Queenstown,New Zealand,2011
Gold Coast,Queenstown,New Zealand,2014
Gold Coast,Queenstown,New Zealand,2015
Gold Coast,Queenstown,New Zealand,2016
Gold Coast,Queenstown,New Zealand,2017
Gold Coast,Queenstown,New Zealand,2018
Gold Coast,Queenstown,New Zealand,2019
Gold Coast,Queenstown,New Zealand,2020
Gold Coast,Queenstown,New Zealand,2021
Gold Coast,Queenstown,New Zealand,2022
Gold Coast,Seoul,South Korea,2019
Gold Coast,Seoul,South Korea,2020
Gold Coast,Singapore,Singapore,2009
Gold Coast,Singapore,Singapore,2012
Gold Coast,Singapore,Singapore,2013
Gold Coast,Singapore,Singapore,2014
Gold Coast,Singapore,Singapore,2015
Gold Coast,Singapore,Singapore,2016
Gold Coast,Singapore,Singapore,2017
Gold Coast,Singapore,Singapore,2018
Gold Coast,Singapore,Singapore,2019
Gold Coast,Singapore,Singapore,2020
Gold Coast,Singapore,Singapore,2022
Gold Coast,Tokyo,Japan,2007
Gold Coast,Tokyo,Japan,2008
Gold Coast,Tokyo,Japan,2009
Gold Coast,Tokyo,Japan,2010
Gold Coast,Tokyo,Japan,2011
Gold Coast,Tokyo,Japan,2012
Gold Coast,Tokyo,Japan,2013
Gold Coast,Tokyo,Japan,2014
Gold Coast,Tokyo,Japan,2015
Gold Coast,Tokyo,Japan,2016
Gold Coast,Tokyo,Japan,2017
Gold Coast,Tokyo,Japan,2018
Gold Coast,Tokyo,Japan,2019
Gold Coast,Tokyo,Japan,2020
Gold Coast,Tokyo,Japan,2022
Gold Coast,Wellington,New Zealand,2005
Gold Coast,Wellington,New Zealand,2006
Gold Coast,Wellington,New Zealand,2007
Gold Coast,Wellington,New Zealand,2008
Gold Coast,Wellington,New Zealand,2009
Gold Coast,Wellington,New Zealand,2014
Gold Coast,Wellington,New Zealand,2015
Gold Coast,Wellington,New Zealand,2016
Gold Coast,Wellington,New Zealand,2017
Gold Coast,Wellington,New Zealand,2018
Gold Coast,Wellington,New Zealand,2019
Gold Coast,Wellington,New Zealand,2020
Gold Coast,Wellington,New Zealand,2022
Gold Coast,Wuhan,China,2015
Gold Coast,Wuhan,China,2016
Hobart,Auckland,New Zealand,2021
Hobart,Auckland,New Zealand,2022
Melbourne,Abu Dhabi,United Arab Emirates,2009
Melbourne,Abu Dhabi,United Arab Emirates,2010
Melbourne,Abu Dhabi,United Arab Emirates,2011
Melbourne,Abu Dhabi,United Arab Emirates,2012
Melbourne,Abu Dhabi,United Arab Emirates,2013
Melbourne,Abu Dhabi,United Arab Emirates,2014
Melbourne,Abu Dhabi,United Arab Emirates,2015
Melbourne,Abu Dhabi,United Arab Emirates,2016
Melbourne,Abu Dhabi,United Arab Emirates,2017
Melbourne,Abu Dhabi,United Arab Emirates,2018
Melbourne,Abu Dhabi,United Arab Emirates,2019
Melbourne,Abu Dhabi,United Arab Emirates,2020
Melbourne,Abu Dhabi,United Arab Emirates,2021
Melbourne,Abu Dhabi,United Arab Emirates,2022
Melbourne,Auckland,New Zealand,2003
Melbourne,Auckland,New Zealand,2004
Melbourne,Auckland,New Zealand,2005
Melbourne,Auckland,New Zealand,2006
Melbourne,Auckland,New Zealand,2007
Melbourne,Auckland,New Zealand,2008
Melbourne,Auckland,New Zealand,2009
Melbourne,Auckland,New Zealand,2010
Melbourne,Auckland,New Zealand,2011
Melbourne,Auckland,New Zealand,2012
Melbourne,Auckland,New Zealand,2013
Melbourne,Auckland,New Zealand,2014
Melbourne,Auckland,New Zealand,2015
Melbourne,Auckland,New Zealand,2016
Melbourne,Auckland,New Zealand,2017
Melbourne,Auckland,New Zealand,2018
Melbourne,Auckland,New Zealand,2019
Melbourne,Auckland,New Zealand,2020
Melbourne,Auckland,New Zealand,2021
Melbourne,Auckland,New Zealand,2022
Melbourne,Bandar Seri Begawan,Brunei,2011
Melbourne,Bandar Seri Begawan,Brunei,2012
Melbourne,Bandar Seri Begawan,Brunei,2013
Melbourne,Bandar Seri Begawan,Brunei,2014
Melbourne,Bandar Seri Begawan,Brunei,2015
Melbourne,Bandar Seri Begawan,Brunei,2016
Melbourne,Bandar Seri Begawan,Brunei,2017
Melbourne,Bandar Seri Begawan,Brunei,2018
Melbourne,Bandar Seri Begawan,Brunei,2019
Melbourne,Bandar Seri Begawan,Brunei,2020
Melbourne,Bandar Seri Begawan,Brunei,2021
Melbourne,Bandar Seri Begawan,Brunei,2022
Melbourne,Bangkok,Thailand,2003
Melbourne,Bangkok,Thailand,2004
Melbourne,Bangkok,Thailand,2005
Melbourne,Bangkok,Thailand,2006
Melbourne,Bangkok,Thailand,2007
Melbourne,Bangkok,Thailand,2008
Melbourne,Bangkok,Thailand,2009
Melbourne,Bangkok,Thailand,2010
Melbourne,Bangkok,Thailand,2011
Melbourne,Bangkok,Thailand,2012
Melbourne,Bangkok,Thailand,2013
Melbourne,Bangkok,Thailand,2014
Melbourne,Bangkok,Thailand,2015
Melbourne,Bangkok,Thailand,2016
Melbourne,Bangkok,Thailand,2017
Melbourne,Bangkok,Thailand,2018
Melbourne,Bangkok,Thailand,2019
Melbourne,Bangkok,Thailand,2020
Melbourne,Bangkok,Thailand,2022
Melbourne,Beijing,China,2003
Melbourne,Beijing,China,2004
Melbourne,Beijing,China,2005
Melbourne,Beijing,China,2006
Melbourne,Beijing,China,2007
Melbourne,Beijing,China,2008
Melbourne,Beijing,China,2009
Melbourne,Beijing,China,2010
Melbourne,Beijing,China,2011
Melbourne,Beijing,China,2012
