Australian_City,International_City,Port_Country,Year,FROM_LATITUDE,FROM_LONGITUDE,TO_LATITUDE,TO_LONGITUDE
Melbourne,New Delhi,India,2014,-37.8142176,144.9631608,28.6138954,77.2090057
Melbourne,New Delhi,India,2015,-37.8142176,144.9631608,28.6138954,77.2090057
Melbourne,New Delhi,India,2016,-37.8142176,144.9631608,28.6138954,77.2090057
Melbourne,New Delhi,India,2017,-37.8142176,144.9631608,28.6138954,77.2090057
Melbourne,New Delhi,India,2018,-37.8142176,144.9631608,28.6138954,77.2090057
Melbourne,New Delhi,India,2019,-37.8142176,144.9631608,28.6138954,77.2090057
Melbourne,New Delhi,India,2020,-37.8142176,144.9631608,28.6138954,77.2090057
Melbourne,New Delhi,India,2021,-37.8142176,144.9631608,28.6138954,77.2090057
Melbourne,New Delhi,India,2022,-37.8142176,144.9631608,28.6138954,77.2090057
Sydney,New Delhi,India,2013,-33.8698439,151.2082848,28.6138954,77.2090057
Sydney,New Delhi,India,2014,-33.8698439,151.2082848,28.6138954,77.2090057
Sydney,New Delhi,India,2015,-33.8698439,151.2082848,28.6138954,77.2090057
Sydney,New Delhi,India,2016,-33.8698439,151.2082848,28.6138954,77.2090057
Sydney,New Delhi,India,2017,-33.8698439,151.2082848,28.6138954,77.2090057
Sydney,New Delhi,India,2018,-33.8698439,151.2082848,28.6138954,77.2090057
Sydney,New Delhi,India,2019,-33.8698439,151.2082848,28.6138954,77.2090057
Sydney,New Delhi,India,2020,-33.8698439,151.2082848,28.6138954,77.2090057
Sydney,New Delhi,India,2021,-33.8698439,151.2082848,28.6138954,77.2090057
Sydney,New Delhi,India,2022,-33.8698439,151.2082848,28.6138954,77.2090057
Sydney,Bangalore,India,2022,-33.8698439,151.2082848,12.9767936,77.590082
Melbourne,Colombo,Sri Lanka,2017,-37.8142176,144.9631608,6.9387469,79.8541134
Melbourne,Colombo,Sri Lanka,2018,-37.8142176,144.9631608,6.9387469,79.8541134
Melbourne,Colombo,Sri Lanka,2019,-37.8142176,144.9631608,6.9387469,79.8541134
Melbourne,Colombo,Sri Lanka,2020,-37.8142176,144.9631608,6.9387469,79.8541134
Melbourne,Colombo,Sri Lanka,2021,-37.8142176,144.9631608,6.9387469,79.8541134
Melbourne,Colombo,Sri Lanka,2022,-37.8142176,144.9631608,6.9387469,79.8541134
Sydney,Colombo,Sri Lanka,2020,-33.8698439,151.2082848,6.9387469,79.8541134
Sydney,Colombo,Sri Lanka,2021,-33.8698439,151.2082848,6.9387469,79.8541134
Sydney,Colombo,Sri Lanka,2022,-33.8698439,151.2082848,6.9387469,79.8541134
Brisbane,PhUnited Kingdomet,Thailand,2009,-27.4689682,153.0234991,7.8847901,98.3891503
Brisbane,PhUnited Kingdomet,Thailand,2010,-27.4689682,153.0234991,7.8847901,98.3891503
Brisbane,PhUnited Kingdomet,Thailand,2011,-27.4689682,153.0234991,7.8847901,98.3891503
Brisbane,PhUnited Kingdomet,Thailand,2012,-27.4689682,153.0234991,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2003,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2004,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2005,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2006,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2008,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2009,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2010,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2011,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2012,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2013,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2014,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2015,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2016,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2017,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2018,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2019,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2020,-37.8142176,144.9631608,7.8847901,98.3891503
Melbourne,PhUnited Kingdomet,Thailand,2022,-37.8142176,144.9631608,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2003,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2004,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2005,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2006,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2007,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2008,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2009,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2010,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2011,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2012,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2013,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2014,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2015,-31.9558964,115.8605801,7.8847901,98.3891503
Perth,PhUnited Kingdomet,Thailand,2016,-31.9558964,115.8605801,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2003,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2004,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2005,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2006,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2007,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2008,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2009,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2010,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2011,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2012,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2013,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2014,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2015,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2016,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2017,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2018,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2019,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2020,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2021,-33.8698439,151.2082848,7.8847901,98.3891503
Sydney,PhUnited Kingdomet,Thailand,2022,-33.8698439,151.2082848,7.8847901,98.3891503
Brisbane,Medan,Indonesia,2021,-27.4689682,153.0234991,3.5896654,98.6738261
Perth,Medan,Indonesia,2021,-31.9558964,115.8605801,3.5896654,98.6738261
Sydney,Medan,Indonesia,2021,-33.8698439,151.2082848,3.5896654,98.6738261
Brisbane,Penang,Malaysia,2008,-27.4689682,153.0234991,5.36995745,100.252834
Sydney,Penang,Malaysia,2008,-33.8698439,151.2082848,5.36995745,100.252834
Adelaide,Bangkok,Thailand,2006,-34.9281805,138.5999312,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2003,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2004,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2005,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2006,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2007,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2008,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2009,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2010,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2011,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2012,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2013,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2014,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2015,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2016,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2017,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2018,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2019,-27.4689682,153.0234991,13.7524938,100.4935089
Brisbane,Bangkok,Thailand,2020,-27.4689682,153.0234991,13.7524938,100.4935089
Darwin,Bangkok,Thailand,2003,-12.46044,130.8410469,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2003,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2004,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2005,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2006,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2007,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2008,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2009,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2010,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2011,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2012,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2013,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2014,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2015,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2016,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2017,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2018,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2019,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2020,-37.8142176,144.9631608,13.7524938,100.4935089
Melbourne,Bangkok,Thailand,2022,-37.8142176,144.9631608,13.7524938,100.4935089
Perth,Bangkok,Thailand,2003,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2004,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2005,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2006,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2007,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2008,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2009,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2010,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2011,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2012,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2013,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2014,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2015,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2016,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2017,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2018,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2019,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2020,-31.9558964,115.8605801,13.7524938,100.4935089
Perth,Bangkok,Thailand,2022,-31.9558964,115.8605801,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2003,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2004,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2005,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2006,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2007,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2008,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2009,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2010,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2011,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2012,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2013,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2014,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2015,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2016,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2017,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2018,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2019,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2020,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2021,-33.8698439,151.2082848,13.7524938,100.4935089
Sydney,Bangkok,Thailand,2022,-33.8698439,151.2082848,13.7524938,100.4935089
Adelaide,Kuala Lumpur,Malaysia,2003,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2004,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2005,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2006,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2007,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2008,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2009,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2010,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2011,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2012,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2013,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2014,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2015,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2016,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2017,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2018,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2019,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2020,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2021,-34.9281805,138.5999312,3.1516964,101.6942371
Adelaide,Kuala Lumpur,Malaysia,2022,-34.9281805,138.5999312,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2003,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2004,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2005,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2006,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2007,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2008,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2009,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2010,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2011,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2012,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2013,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2014,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2015,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2017,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2018,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2019,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2020,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2021,-27.4689682,153.0234991,3.1516964,101.6942371
Brisbane,Kuala Lumpur,Malaysia,2022,-27.4689682,153.0234991,3.1516964,101.6942371
Darwin,Kuala Lumpur,Malaysia,2013,-12.46044,130.8410469,3.1516964,101.6942371
Darwin,Kuala Lumpur,Malaysia,2014,-12.46044,130.8410469,3.1516964,101.6942371
Darwin,Kuala Lumpur,Malaysia,2015,-12.46044,130.8410469,3.1516964,101.6942371
Darwin,Kuala Lumpur,Malaysia,2016,-12.46044,130.8410469,3.1516964,101.6942371
Darwin,Kuala Lumpur,Malaysia,2017,-12.46044,130.8410469,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2007,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2008,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2009,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2010,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2011,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2012,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2013,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2014,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2015,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2016,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2017,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2018,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2019,-28.0023731,153.4145987,3.1516964,101.6942371
Gold Coast,Kuala Lumpur,Malaysia,2020,-28.0023731,153.4145987,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2003,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2004,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2005,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2006,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2007,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2008,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2009,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2010,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2011,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2012,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2013,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2014,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2015,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2016,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2017,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2018,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2019,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2020,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2021,-37.8142176,144.9631608,3.1516964,101.6942371
Melbourne,Kuala Lumpur,Malaysia,2022,-37.8142176,144.9631608,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2003,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2004,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2005,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2006,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2007,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2008,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2009,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2010,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2011,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2012,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2013,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2014,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2015,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2016,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2017,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2018,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2019,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2020,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2021,-31.9558964,115.8605801,3.1516964,101.6942371
Perth,Kuala Lumpur,Malaysia,2022,-31.9558964,115.8605801,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2003,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2004,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2005,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2006,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2007,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2008,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2009,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2010,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2011,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2012,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2013,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2014,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2015,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2016,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2017,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2018,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2019,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2020,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2021,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kuala Lumpur,Malaysia,2022,-33.8698439,151.2082848,3.1516964,101.6942371
Sydney,Kunming,China,2016,-33.8698439,151.2082848,24.8843019,102.8324209
Sydney,Kunming,China,2017,-33.8698439,151.2082848,24.8843019,102.8324209
Sydney,Kunming,China,2018,-33.8698439,151.2082848,24.8843019,102.8324209
Sydney,Kunming,China,2019,-33.8698439,151.2082848,24.8843019,102.8324209
Sydney,Kunming,China,2020,-33.8698439,151.2082848,24.8843019,102.8324209
Sydney,Kunming,China,2022,-33.8698439,151.2082848,24.8843019,102.8324209
Adelaide,Singapore,Singapore,2003,-34.9281805,138.5999312,1.2899175,103.8519072
Adelaide,Singapore,Singapore,2004,-34.9281805,138.5999312,1.2899175,103.8519072
Adelaide,Singapore,Singapore,2005,-34.9281805,138.5999312,1.2899175,103.8519072
