Australian_City,International_City,Port_Country,Year,FROM_LATITUDE,FROM_LONGITUDE,TO_LATITUDE,TO_LONGITUDE
Brisbane,Tongatapu,Tonga,2015,-27.4689682,153.0234991,-21.1678253,-175.2738691
Brisbane,Tongatapu,Tonga,2022,-27.4689682,153.0234991,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2003,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2004,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2005,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2006,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2007,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2008,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2009,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2010,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2011,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2012,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2013,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2014,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2015,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2016,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2017,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2018,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2019,-33.8698439,151.2082848,-21.1678253,-175.2738691
Sydney,Tongatapu,Tonga,2020,-33.8698439,151.2082848,-21.1678253,-175.2738691
Brisbane,Apia,Western Samoa,2008,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2009,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2010,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2011,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2012,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2013,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2014,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2015,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2016,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2017,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2018,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2019,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2020,-27.4689682,153.0234991,-13.8343691,-171.7692793
Brisbane,Apia,Western Samoa,2021,-27.4689682,153.0234991,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2003,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2004,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2005,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2006,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2007,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2008,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2009,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2010,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2011,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2012,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2013,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2014,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2015,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2016,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2017,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2018,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2019,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2020,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Apia,Western Samoa,2021,-33.8698439,151.2082848,-13.8343691,-171.7692793
Sydney,Niue,Niue,2003,-33.8698439,151.2082848,-19.05397155,-169.8492334
Sydney,Niue,Niue,2004,-33.8698439,151.2082848,-19.05397155,-169.8492334
Melbourne,Rarotonga,Cook Islands,2005,-37.8142176,144.9631608,-21.2349911,-159.7787237
Melbourne,Rarotonga,Cook Islands,2006,-37.8142176,144.9631608,-21.2349911,-159.7787237
Melbourne,Rarotonga,Cook Islands,2007,-37.8142176,144.9631608,-21.2349911,-159.7787237
Melbourne,Rarotonga,Cook Islands,2008,-37.8142176,144.9631608,-21.2349911,-159.7787237
Melbourne,Rarotonga,Cook Islands,2009,-37.8142176,144.9631608,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2006,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2007,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2009,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2010,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2011,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2012,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2013,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2014,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2015,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2016,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2017,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2018,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2019,-33.8698439,151.2082848,-21.2349911,-159.7787237
Sydney,Rarotonga,Cook Islands,2020,-33.8698439,151.2082848,-21.2349911,-159.7787237
Brisbane,Honolulu,United States of America,2005,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2006,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2007,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2008,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2009,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2011,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2012,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2013,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2014,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2015,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2016,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2017,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2018,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2019,-27.4689682,153.0234991,21.304547,-157.855676
Brisbane,Honolulu,United States of America,2020,-27.4689682,153.0234991,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2003,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2004,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2005,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2006,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2007,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2008,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2009,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2010,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2011,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2012,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2013,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2014,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2015,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2016,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2017,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2018,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2019,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2020,-37.8142176,144.9631608,21.304547,-157.855676
Melbourne,Honolulu,United States of America,2022,-37.8142176,144.9631608,21.304547,-157.855676
Sydney,Honolulu,United States of America,2003,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2004,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2005,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2006,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2007,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2008,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2009,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2010,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2011,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2012,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2013,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2014,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2015,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2016,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2017,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2018,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2019,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2020,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2021,-33.8698439,151.2082848,21.304547,-157.855676
Sydney,Honolulu,United States of America,2022,-33.8698439,151.2082848,21.304547,-157.855676
Melbourne,Papeete,Tahiti,2007,-37.8142176,144.9631608,-17.5373835,-149.5659964
Sydney,Papeete,Tahiti,2005,-33.8698439,151.2082848,-17.5373835,-149.5659964
Sydney,Papeete,Tahiti,2006,-33.8698439,151.2082848,-17.5373835,-149.5659964
Sydney,Papeete,Tahiti,2007,-33.8698439,151.2082848,-17.5373835,-149.5659964
Sydney,Papeete,Tahiti,2008,-33.8698439,151.2082848,-17.5373835,-149.5659964
Sydney,Papeete,Tahiti,2009,-33.8698439,151.2082848,-17.5373835,-149.5659964
Sydney,Papeete,Tahiti,2011,-33.8698439,151.2082848,-17.5373835,-149.5659964
Sydney,Papeete,Tahiti,2012,-33.8698439,151.2082848,-17.5373835,-149.5659964
Brisbane,Vancouver,Canada,2006,-27.4689682,153.0234991,49.2608724,-123.113952
Brisbane,Vancouver,Canada,2016,-27.4689682,153.0234991,49.2608724,-123.113952
Brisbane,Vancouver,Canada,2017,-27.4689682,153.0234991,49.2608724,-123.113952
Brisbane,Vancouver,Canada,2018,-27.4689682,153.0234991,49.2608724,-123.113952
Brisbane,Vancouver,Canada,2019,-27.4689682,153.0234991,49.2608724,-123.113952
Brisbane,Vancouver,Canada,2020,-27.4689682,153.0234991,49.2608724,-123.113952
Brisbane,Vancouver,Canada,2022,-27.4689682,153.0234991,49.2608724,-123.113952
Melbourne,Vancouver,Canada,2006,-37.8142176,144.9631608,49.2608724,-123.113952
Melbourne,Vancouver,Canada,2007,-37.8142176,144.9631608,49.2608724,-123.113952
Melbourne,Vancouver,Canada,2008,-37.8142176,144.9631608,49.2608724,-123.113952
Melbourne,Vancouver,Canada,2017,-37.8142176,144.9631608,49.2608724,-123.113952
Melbourne,Vancouver,Canada,2018,-37.8142176,144.9631608,49.2608724,-123.113952
Melbourne,Vancouver,Canada,2019,-37.8142176,144.9631608,49.2608724,-123.113952
Melbourne,Vancouver,Canada,2020,-37.8142176,144.9631608,49.2608724,-123.113952
Sydney,Vancouver,Canada,2003,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2004,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2005,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2006,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2007,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2008,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2009,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2010,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2011,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2012,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2013,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2014,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2015,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2016,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2017,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2018,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2019,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2020,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2021,-33.8698439,151.2082848,49.2608724,-123.113952
Sydney,Vancouver,Canada,2022,-33.8698439,151.2082848,49.2608724,-123.113952
Brisbane,San Francisco,United States of America,2006,-27.4689682,153.0234991,37.7790262,-122.419906
Brisbane,San Francisco,United States of America,2007,-27.4689682,153.0234991,37.7790262,-122.419906
Brisbane,San Francisco,United States of America,2008,-27.4689682,153.0234991,37.7790262,-122.419906
Brisbane,San Francisco,United States of America,2009,-27.4689682,153.0234991,37.7790262,-122.419906
Brisbane,San Francisco,United States of America,2010,-27.4689682,153.0234991,37.7790262,-122.419906
Brisbane,San Francisco,United States of America,2011,-27.4689682,153.0234991,37.7790262,-122.419906
Brisbane,San Francisco,United States of America,2016,-27.4689682,153.0234991,37.7790262,-122.419906
Brisbane,San Francisco,United States of America,2018,-27.4689682,153.0234991,37.7790262,-122.419906
Brisbane,San Francisco,United States of America,2019,-27.4689682,153.0234991,37.7790262,-122.419906
Brisbane,San Francisco,United States of America,2020,-27.4689682,153.0234991,37.7790262,-122.419906
Melbourne,San Francisco,United States of America,2006,-37.8142176,144.9631608,37.7790262,-122.419906
Melbourne,San Francisco,United States of America,2007,-37.8142176,144.9631608,37.7790262,-122.419906
Melbourne,San Francisco,United States of America,2008,-37.8142176,144.9631608,37.7790262,-122.419906
Melbourne,San Francisco,United States of America,2010,-37.8142176,144.9631608,37.7790262,-122.419906
Melbourne,San Francisco,United States of America,2018,-37.8142176,144.9631608,37.7790262,-122.419906
Melbourne,San Francisco,United States of America,2019,-37.8142176,144.9631608,37.7790262,-122.419906
Melbourne,San Francisco,United States of America,2020,-37.8142176,144.9631608,37.7790262,-122.419906
Melbourne,San Francisco,United States of America,2022,-37.8142176,144.9631608,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2003,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2004,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2005,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2006,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2007,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2008,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2009,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2010,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2011,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2012,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2013,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2014,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2015,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2016,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2017,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2018,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2019,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2020,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2021,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,San Francisco,United States of America,2022,-33.8698439,151.2082848,37.7790262,-122.419906
Sydney,Seattle,United States of America,2004,-33.8698439,151.2082848,47.6038321,-122.330062
Sydney,Seattle,United States of America,2005,-33.8698439,151.2082848,47.6038321,-122.330062
Adelaide,Los Angeles,United States of America,2006,-34.9281805,138.5999312,34.0536909,-118.242766
Adelaide,Los Angeles,United States of America,2008,-34.9281805,138.5999312,34.0536909,-118.242766
Adelaide,Los Angeles,United States of America,2021,-34.9281805,138.5999312,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2003,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2004,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2005,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2006,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2007,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2008,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2009,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2010,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2011,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2012,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2013,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2014,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2015,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2016,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2017,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2018,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2019,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2020,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2021,-27.4689682,153.0234991,34.0536909,-118.242766
Brisbane,Los Angeles,United States of America,2022,-27.4689682,153.0234991,34.0536909,-118.242766
Cairns,Los Angeles,United States of America,2007,-16.9206657,145.7721854,34.0536909,-118.242766
Cairns,Los Angeles,United States of America,2008,-16.9206657,145.7721854,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2003,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2004,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2005,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2006,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2007,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2008,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2009,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2010,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2011,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2012,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2013,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2014,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2015,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2016,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2017,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2018,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2019,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2020,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2021,-37.8142176,144.9631608,34.0536909,-118.242766
Melbourne,Los Angeles,United States of America,2022,-37.8142176,144.9631608,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2003,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2004,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2005,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2006,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2007,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2008,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2009,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2010,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2011,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2012,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2013,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2014,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2015,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2016,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2017,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2018,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2019,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2020,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2021,-33.8698439,151.2082848,34.0536909,-118.242766
Sydney,Los Angeles,United States of America,2022,-33.8698439,151.2082848,34.0536909,-118.242766
Brisbane,Dallas,United States of America,2011,-27.4689682,153.0234991,32.7762719,-96.7968559
Brisbane,Dallas,United States of America,2012,-27.4689682,153.0234991,32.7762719,-96.7968559
Brisbane,Dallas,United States of America,2013,-27.4689682,153.0234991,32.7762719,-96.7968559
Brisbane,Dallas,United States of America,2014,-27.4689682,153.0234991,32.7762719,-96.7968559
Brisbane,Dallas,United States of America,2015,-27.4689682,153.0234991,32.7762719,-96.7968559
Brisbane,Dallas,United States of America,2016,-27.4689682,153.0234991,32.7762719,-96.7968559
Brisbane,Dallas,United States of America,2017,-27.4689682,153.0234991,32.7762719,-96.7968559
Brisbane,Dallas,United States of America,2018,-27.4689682,153.0234991,32.7762719,-96.7968559
Brisbane,Dallas,United States of America,2019,-27.4689682,153.0234991,32.7762719,-96.7968559
Brisbane,Dallas,United States of America,2020,-27.4689682,153.0234991,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2011,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2012,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2013,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2014,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2015,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2016,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2017,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2018,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2019,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2020,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Dallas,United States of America,2022,-33.8698439,151.2082848,32.7762719,-96.7968559
Sydney,Houston,United States of America,2018,-33.8698439,151.2082848,29.7589382,-95.3676974
Sydney,Houston,United States of America,2019,-33.8698439,151.2082848,29.7589382,-95.3676974
Sydney,Houston,United States of America,2020,-33.8698439,151.2082848,29.7589382,-95.3676974
Brisbane,Chicago,United States of America,2009,-27.4689682,153.0234991,41.8755616,-87.6244212
Brisbane,Chicago,United States of America,2010,-27.4689682,153.0234991,41.8755616,-87.6244212
Brisbane,Chicago,United States of America,2011,-27.4689682,153.0234991,41.8755616,-87.6244212
Melbourne,Chicago,United States of America,2003,-37.8142176,144.9631608,41.8755616,-87.6244212
Melbourne,Chicago,United States of America,2006,-37.8142176,144.9631608,41.8755616,-87.6244212
Melbourne,Chicago,United States of America,2007,-37.8142176,144.9631608,41.8755616,-87.6244212
Melbourne,Chicago,United States of America,2008,-37.8142176,144.9631608,41.8755616,-87.6244212
Melbourne,Chicago,United States of America,2009,-37.8142176,144.9631608,41.8755616,-87.6244212
Melbourne,Chicago,United States of America,2010,-37.8142176,144.9631608,41.8755616,-87.6244212
